Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  997.542,   6.43,   0.96,   6.01,   0.51,   2.60,    NaN,   NaN, 2887.956620,   NaN
 -59,  997.542,   6.43,   0.96,   6.02,   0.51,   2.60,    NaN,   NaN, 2841.172340,   NaN
 -58,  997.313,   6.44,   0.96,   6.03,   0.50,   2.60,    NaN,   NaN, 2828.925678,   NaN
 -57,  997.378,   6.44,   0.95,   6.04,   0.50,   2.60,    NaN,   NaN, 2829.074094,   NaN
 -56,  997.346,   6.44,   0.95,   6.04,   0.50,   2.60,    NaN,   NaN, 2848.961311,   NaN
 -55,  997.444,   6.44,   0.95,   6.04,   0.51,   2.60,    NaN,   NaN, 2820.669863,   NaN
 -54,  997.542,   6.44,   0.95,   6.06,   0.50,   2.60,    NaN,   NaN, 2905.301756,   NaN
 -53,  997.214,   6.45,   0.95,   6.07,   0.51,   2.60,    NaN,   NaN, 2879.877816,   NaN
 -52,  997.247,   6.45,   0.94,   6.08,   0.51,   2.60,    NaN,   NaN, 2830.960148,   NaN
 -51,  997.378,   6.45,   0.94,   6.09,   0.51,   2.60,    NaN,   NaN, 2883.946633,   NaN
 -50,  997.313,   6.46,   0.95,   6.10,   0.52,   2.60,    NaN,   NaN, 2791.924873,   NaN
 -49,  997.247,   6.46,   0.94,   6.11,   0.51,   2.60,    NaN,   NaN, 2872.575804,   NaN
 -48,  997.346,   6.46,   0.95,   6.11,   0.52,   2.60,    NaN,   NaN, 2744.662688,   NaN
 -47,  997.247,   6.46,   0.94,   6.11,   0.51,   2.60,    NaN,   NaN, 2831.394993,   NaN
 -46,  997.313,   6.46,   0.95,   6.11,   0.52,   2.60,    NaN,   NaN, 2855.213079,   NaN
 -45,  997.378,   6.47,   0.95,   6.12,   0.51,   2.60,    NaN,   NaN, 2829.931901,   NaN
 -44,  997.116,   6.47,   0.95,   6.12,   0.51,   2.60,    NaN,   NaN, 2807.295160,   NaN
 -43,  997.116,   6.48,   0.95,   6.11,   0.51,   2.60,    NaN,   NaN, 2775.493140,   NaN
 -42,  997.313,   6.48,   0.95,   6.12,   0.51,   2.60,    NaN,   NaN, 2776.032446,   NaN
 -41,  997.083,   6.48,   0.95,   6.11,   0.51,   2.60,    NaN,   NaN, 2876.183237,   NaN
 -40,  997.181,   6.48,   0.95,   6.11,   0.51,   2.60,    NaN,   NaN, 2876.487140,   NaN
 -39,  997.247,   6.48,   0.94,   6.10,   0.50,   2.60,    NaN,   NaN, 2843.357703,   NaN
 -38,  997.116,   6.48,   0.94,   6.10,   0.50,   2.60,    NaN,   NaN, 2856.219521,   NaN
 -37,  997.116,   6.49,   0.95,   6.10,   0.50,   2.60,    NaN,   NaN, 2811.355514,   NaN
 -36,  997.346,   6.48,   0.95,   6.08,   0.50,   2.60,    NaN,   NaN, 2860.750211,   NaN
 -35,  996.820,   6.48,   0.95,   6.08,   0.50,   2.60,    NaN,   NaN, 2795.123724,   NaN
 -34,  997.149,   6.49,   0.95,   6.07,   0.50,   2.60,    NaN,   NaN, 2846.254743,   NaN
 -33,  997.083,   6.49,   0.95,   6.05,   0.50,   2.60,    NaN,   NaN, 2826.480228,   NaN
 -32,  997.017,   6.49,   0.95,   6.04,   0.50,   2.60,    NaN,   NaN, 2883.884254,   NaN
