Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  981.819,   5.48,   0.97,   5.10,   0.52,   1.25,    NaN,   NaN, 4023.189167,   NaN
 -59,  981.688,   5.49,   0.97,   5.10,   0.51,   1.25,    NaN,   NaN, 4085.791258,   NaN
 -58,  981.556,   5.48,   0.98,   5.10,   0.52,   1.25,    NaN,   NaN, 3908.631958,   NaN
 -57,  981.360,   5.48,   0.98,   5.10,   0.52,   1.25,    NaN,   NaN, 4098.728921,   NaN
 -56,  981.622,   5.49,   0.97,   5.10,   0.52,   1.25,    NaN,   NaN, 4091.643955,   NaN
 -55,  981.556,   5.48,   0.96,   5.10,   0.52,   1.25,    NaN,   NaN, 4083.311346,   NaN
 -54,  981.261,   5.49,   0.95,   5.10,   0.51,   1.26,    NaN,   NaN, 4139.476526,   NaN
 -53,  981.622,   5.49,   0.96,   5.09,   0.52,   1.26,    NaN,   NaN, 4093.271213,   NaN
 -52,  981.392,   5.50,   0.95,   5.09,   0.52,   1.26,    NaN,   NaN, 4044.558678,   NaN
 -51,  981.425,   5.51,   0.96,   5.09,   0.52,   1.26,    NaN,   NaN, 4018.456290,   NaN
 -50,  981.425,   5.51,   0.96,   5.09,   0.52,   1.26,    NaN,   NaN, 3992.345248,   NaN
 -49,  981.392,   5.51,   0.96,   5.09,   0.52,   1.26,    NaN,   NaN, 4040.294324,   NaN
 -48,  981.622,   5.52,   0.96,   5.09,   0.52,   1.26,    NaN,   NaN, 4082.531260,   NaN
 -47,  981.458,   5.52,   0.97,   5.08,   0.53,   1.26,    NaN,   NaN, 3968.390375,   NaN
 -46,  981.425,   5.53,   0.97,   5.08,   0.53,   1.26,    NaN,   NaN, 4100.628188,   NaN
 -45,  981.458,   5.52,   0.97,   5.07,   0.53,   1.26,    NaN,   NaN, 4046.002320,   NaN
 -44,  981.327,   5.53,   0.96,   5.07,   0.53,   1.26,    NaN,   NaN, 4046.716956,   NaN
 -43,  981.195,   5.53,   0.96,   5.07,   0.53,   1.25,    NaN,   NaN, 4047.489772,   NaN
 -42,  981.294,   5.53,   0.96,   5.06,   0.53,   1.25,    NaN,   NaN, 4046.679161,   NaN
 -41,  981.327,   5.54,   0.96,   5.06,   0.53,   1.25,    NaN,   NaN, 4045.548928,   NaN
 -40,  981.163,   5.54,   0.97,   5.06,   0.53,   1.25,    NaN,   NaN, 4036.184737,   NaN
 -39,  981.327,   5.53,   0.96,   5.06,   0.54,   1.25,    NaN,   NaN, 4042.158761,   NaN
 -38,  981.130,   5.53,   0.96,   5.05,   0.53,   1.25,    NaN,   NaN, 4046.622360,   NaN
 -37,  981.327,   5.54,   0.97,   5.05,   0.53,   1.25,    NaN,   NaN, 4076.540380,   NaN
 -36,  981.360,   5.54,   0.96,   5.06,   0.53,   1.25,    NaN,   NaN, 4105.708412,   NaN
 -35,  981.360,   5.55,   0.97,   5.05,   0.53,   1.25,    NaN,   NaN, 3985.116119,   NaN
 -34,  981.097,   5.56,   0.97,   5.05,   0.53,   1.25,    NaN,   NaN, 4085.761874,   NaN
 -33,  981.064,   5.56,   0.96,   5.05,   0.53,   1.25,    NaN,   NaN, 4085.670845,   NaN
 -32,  981.097,   5.56,   0.96,   5.05,   0.53,   1.25,    NaN,   NaN, 4029.019095,   NaN
 -31,  981.228,   5.55,   0.96,   5.04,   0.53,   1.25,    NaN,   NaN, 4025.148390,   NaN
 -30,  981.097,   5.55,   0.96,   5.04,   0.53,   1.25,    NaN,   NaN, 4007.743130,   NaN
 -29,  981.195,   5.56,   0.97,   5.03,   0.53,   1.24,    NaN,   NaN, 4006.982065,   NaN
 -28,  980.834,   5.56,   0.96,   5.03,   0.54,   1.24,    NaN,   NaN, 4047.020569,   NaN
 -27,  981.228,   5.56,   0.96,   5.02,   0.54,   1.24,    NaN,   NaN, 4075.140349,   NaN
 -26,  981.031,   5.57,   0.96,   5.02,   0.55,   1.24,    NaN,   NaN, 4051.340070,   NaN
 -25,  981.031,   5.56,   0.95,   5.01,   0.54,   1.24,    NaN,   NaN, 4028.460510,   NaN
 -24,  981.031,   5.56,   0.95,   4.99,   0.55,   1.24,    NaN,   NaN, 4067.992618,   NaN
 -23,  980.966,   5.56,   0.95,   4.99,   0.55,   1.24,    NaN,   NaN, 4085.382547,   NaN
 -22,  980.834,   5.57,   0.95,   4.99,   0.55,   1.24,    NaN,   NaN, 3976.903944,   NaN
 -21,  980.998,   5.57,   0.95,   4.98,   0.55,   1.24,    NaN,   NaN, 3977.797717,   NaN
 -20,  980.966,   5.57,   0.96,   4.98,   0.55,   1.24,    NaN,   NaN, 4001.675942,   NaN
 -19,  980.736,   5.58,   0.96,   4.97,   0.55,   1.24,    NaN,   NaN, 4024.620235,   NaN
