Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  997.247,   5.63,   1.01,   5.08,   0.52,   1.47,    NaN,   NaN, 576.689434,   NaN
 -59,  997.247,   5.64,   1.02,   5.08,   0.52,   1.47,    NaN,   NaN, 603.981534,   NaN
 -58,  997.378,   5.65,   1.02,   5.08,   0.52,   1.47,    NaN,   NaN, 556.063528,   NaN
 -57,  997.378,   5.63,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 641.989547,   NaN
 -56,  997.149,   5.63,   0.99,   5.08,   0.52,   1.47,    NaN,   NaN, 576.056091,   NaN
 -55,  997.280,   5.63,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 604.290533,   NaN
 -54,  997.280,   5.64,   0.99,   5.08,   0.52,   1.47,    NaN,   NaN, 559.502235,   NaN
 -53,  997.247,   5.64,   0.99,   5.08,   0.52,   1.47,    NaN,   NaN, 628.165974,   NaN
 -52,  997.313,   5.64,   0.98,   5.07,   0.52,   1.47,    NaN,   NaN, 576.619931,   NaN
 -51,  997.181,   5.65,   0.98,   5.08,   0.52,   1.47,    NaN,   NaN, 588.513726,   NaN
 -50,  997.346,   5.65,   0.99,   5.08,   0.52,   1.47,    NaN,   NaN, 590.708365,   NaN
 -49,  997.149,   5.66,   0.99,   5.08,   0.52,   1.47,    NaN,   NaN, 577.716891,   NaN
 -48,  997.050,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 577.655421,   NaN
 -47,  997.247,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 605.352525,   NaN
 -46,  997.116,   5.67,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 605.269440,   NaN
 -45,  997.116,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 588.934952,   NaN
 -44,  997.149,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 578.194782,   NaN
 -43,  997.083,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 611.648036,   NaN
 -42,  997.083,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 595.212821,   NaN
 -41,  996.722,   5.66,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 583.031806,   NaN
 -40,  997.017,   5.67,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 594.928642,   NaN
 -39,  996.755,   5.66,   1.00,   5.09,   0.52,   1.47,    NaN,   NaN, 582.413013,   NaN
 -38,  997.083,   5.67,   1.01,   5.08,   0.53,   1.47,    NaN,   NaN, 568.618924,   NaN
 -37,  996.984,   5.67,   1.00,   5.08,   0.52,   1.47,    NaN,   NaN, 586.438444,   NaN
 -36,  996.886,   5.67,   1.00,   5.07,   0.53,   1.47,    NaN,   NaN, 566.847703,   NaN
 -35,  997.050,   5.67,   0.99,   5.07,   0.53,   1.47,    NaN,   NaN, 603.482530,   NaN
 -34,  996.952,   5.66,   0.99,   5.07,   0.53,   1.47,    NaN,   NaN, 590.442469,   NaN
 -33,  996.820,   5.67,   1.00,   5.07,   0.53,   1.47,    NaN,   NaN, 590.351279,   NaN
 -32,  996.952,   5.67,   1.00,   5.06,   0.53,   1.47,    NaN,   NaN, 593.683657,   NaN
 -31,  996.952,   5.68,   1.01,   5.06,   0.53,   1.47,    NaN,   NaN, 593.668149,   NaN
 -30,  996.919,   5.68,   1.00,   5.05,   0.53,   1.47,    NaN,   NaN, 592.486440,   NaN
 -29,  996.853,   5.68,   1.00,   5.05,   0.53,   1.47,    NaN,   NaN, 555.275677,   NaN
 -28,  997.050,   5.68,   1.00,   5.05,   0.54,   1.46,    NaN,   NaN, 578.841840,   NaN
 -27,  996.787,   5.67,   0.99,   5.04,   0.54,   1.46,    NaN,   NaN, 576.409084,   NaN
 -26,  996.623,   5.67,   0.99,   5.04,   0.54,   1.46,    NaN,   NaN, 582.612085,   NaN
