Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  986.513,   4.32,   0.88,   4.11,   0.51,   1.49,    NaN, 575.749257, 572.467902,   NaN
 -59,  986.677,   4.32,   0.89,   4.12,   0.50,   1.49,    NaN, 558.954116, 573.923345,   NaN
 -58,  986.612,   4.31,   0.89,   4.12,   0.50,   1.49,    NaN, 567.153485, 612.336473,   NaN
 -57,  986.480,   4.31,   0.90,   4.13,   0.50,   1.49,    NaN, 558.924545, 567.925023,   NaN
 -56,  986.513,   4.31,   0.91,   4.13,   0.50,   1.49,    NaN, 558.944539, 565.527982,   NaN
 -55,  986.480,   4.31,   0.91,   4.14,   0.50,   1.49,    NaN, 564.913626, 537.901787,   NaN
 -54,  986.415,   4.31,   0.91,   4.14,   0.50,   1.49,    NaN, 565.307999, 578.586735,   NaN
 -53,  986.546,   4.30,   0.91,   4.14,   0.50,   1.49,    NaN, 565.551265, 569.028415,   NaN
 -52,  986.612,   4.30,   0.90,   4.14,   0.50,   1.49,    NaN, 560.250391, 600.322656,   NaN
 -51,  986.644,   4.30,   0.90,   4.15,   0.50,   1.49,    NaN, 562.949430, 560.325845,   NaN
 -50,  986.644,   4.29,   0.90,   4.14,   0.50,   1.48,    NaN, 564.976749, 601.049164,   NaN
 -49,  986.612,   4.29,   0.91,   4.14,   0.50,   1.48,    NaN, 556.807943, 567.713843,   NaN
 -48,  986.480,   4.29,   0.92,   4.15,   0.50,   1.48,    NaN, 561.927628, 561.773323,   NaN
 -47,  986.447,   4.28,   0.92,   4.15,   0.51,   1.48,    NaN, 560.119650, 561.775865,   NaN
 -46,  986.415,   4.28,   0.91,   4.15,   0.51,   1.48,    NaN, 555.489001, 580.300843,   NaN
 -45,  986.513,   4.29,   0.91,   4.16,   0.51,   1.47,    NaN, 568.878769, 603.948894,   NaN
 -44,  986.513,   4.28,   0.91,   4.16,   0.51,   1.47,    NaN, 566.288446, 566.247295,   NaN
 -43,  986.579,   4.29,   0.92,   4.16,   0.50,   1.47,    NaN, 560.186817, 550.855343,   NaN
 -42,  986.480,   4.30,   0.93,   4.16,   0.50,   1.47,    NaN, 566.087897, 565.841016,   NaN
 -41,  986.480,   4.30,   0.94,   4.16,   0.50,   1.47,    NaN, 566.081929, 586.583125,   NaN
 -40,  986.349,   4.31,   0.96,   4.15,   0.50,   1.47,    NaN, 578.049816, 558.148273,   NaN
 -39,  986.349,   4.31,   0.96,   4.15,   0.49,   1.46,    NaN, 563.622045, 580.222154,   NaN
 -38,  986.382,   4.31,   0.97,   4.14,   0.49,   1.46,    NaN, 563.567080, 573.533618,   NaN
 -37,  986.283,   4.31,   0.97,   4.13,   0.49,   1.46,    NaN, 559.172623, 580.409500,   NaN
 -36,  986.447,   4.31,   0.97,   4.13,   0.49,   1.46,    NaN, 562.730948, 567.575604,   NaN
 -35,  986.349,   4.31,   0.97,   4.13,   0.49,   1.46,    NaN, 568.228643, 543.123281,   NaN
 -34,  986.349,   4.31,   0.96,   4.12,   0.49,   1.46,    NaN, 549.256840, 557.680204,   NaN
 -33,  986.382,   4.32,   0.96,   4.10,   0.49,   1.46,    NaN, 567.945310, 575.998427,   NaN
 -32,  986.382,   4.32,   0.96,   4.09,   0.50,   1.46,    NaN, 560.727783, 554.999039,   NaN
 -31,  986.349,   4.32,   0.96,   4.07,   0.50,   1.46,    NaN, 563.162806, 590.211240,   NaN
 -30,  986.382,   4.31,   0.96,   4.04,   0.52,   1.46,    NaN, 562.270227, 575.044654,   NaN
 -29,  986.250,   4.32,   0.96,   4.03,   0.53,   1.46,    NaN, 562.181012, 574.953413,   NaN
