Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.640,   6.16,   0.91,   5.11,   0.49,   2.47,    NaN,   NaN, 4855.761616, 5281.554013
 -59,  982.738,   6.15,   0.91,   5.11,   0.50,   2.47,    NaN,   NaN, 4832.002322, 5317.481786
 -58,  982.673,   6.14,   0.92,   5.11,   0.49,   2.47,    NaN,   NaN, 4773.098258, 5298.200042
 -57,  982.574,   6.12,   0.92,   5.10,   0.50,   2.47,    NaN,   NaN, 4700.865523, 5299.772500
 -56,  982.476,   6.12,   0.92,   5.10,   0.50,   2.47,    NaN,   NaN, 4743.745351, 5299.312437
 -55,  982.574,   6.11,   0.92,   5.10,   0.50,   2.47,    NaN,   NaN, 4744.385817, 5285.063931
 -54,  982.377,   6.11,   0.93,   5.10,   0.50,   2.47,    NaN,   NaN, 4839.006057, 5287.854323
 -53,  982.508,   6.09,   0.93,   5.09,   0.49,   2.47,    NaN,   NaN, 4834.173960, 5288.959110
 -52,  982.640,   6.09,   0.94,   5.10,   0.50,   2.48,    NaN,   NaN, 4852.593157, 5261.473389
 -51,  982.508,   6.09,   0.94,   5.10,   0.50,   2.48,    NaN,   NaN, 4737.494761, 5256.077526
 -50,  982.607,   6.08,   0.93,   5.10,   0.49,   2.48,    NaN,   NaN, 4947.901051, 5266.148026
 -49,  982.541,   6.07,   0.91,   5.10,   0.49,   2.49,    NaN,   NaN, 4856.454730, 5260.120856
 -48,  982.541,   6.05,   0.91,   5.09,   0.50,   2.49,    NaN,   NaN, 4804.070955, 5301.417713
 -47,  982.508,   6.04,   0.90,   5.10,   0.49,   2.49,    NaN,   NaN, 4795.857453, 5288.255337
 -46,  982.443,   6.04,   0.90,   5.10,   0.49,   2.49,    NaN,   NaN, 4942.799165, 5292.005061
 -45,  982.738,   6.03,   0.91,   5.10,   0.49,   2.49,    NaN,   NaN, 4805.494867, 5262.388501
 -44,  982.673,   6.02,   0.92,   5.10,   0.49,   2.49,    NaN,   NaN, 4862.039440, 5255.517645
 -43,  982.607,   6.02,   0.92,   5.10,   0.49,   2.49,    NaN,   NaN, 4901.429534, 5236.965331
 -42,  982.344,   6.01,   0.93,   5.10,   0.50,   2.49,    NaN,   NaN, 4776.731534, 5256.286092
 -41,  982.344,   6.01,   0.93,   5.10,   0.49,   2.49,    NaN,   NaN, 4783.700651, 5296.047659
 -40,  982.311,   6.02,   0.93,   5.10,   0.49,   2.49,    NaN,   NaN, 4977.625495, 5259.549026
 -39,  982.508,   6.00,   0.94,   5.10,   0.49,   2.49,    NaN,   NaN, 4978.845342, 5260.837963
 -38,  982.541,   6.00,   0.94,   5.10,   0.48,   2.48,    NaN,   NaN, 4967.370678, 5191.726739
 -37,  982.640,   6.00,   0.95,   5.10,   0.49,   2.48,    NaN,   NaN, 4889.180492, 5156.421895
 -36,  982.410,   6.00,   0.95,   5.10,   0.49,   2.48,    NaN,   NaN, 4840.399171, 5155.251103
 -35,  982.541,   6.00,   0.95,   5.10,   0.49,   2.47,    NaN,   NaN, 4862.381958, 5194.130643
 -34,  982.541,   5.99,   0.96,   5.09,   0.49,   2.47,    NaN,   NaN, 4708.152308, 5242.174411
 -33,  982.443,   5.99,   0.96,   5.09,   0.49,   2.47,    NaN,   NaN, 4821.347193, 5207.303420
 -32,  982.410,   6.01,   0.96,   5.10,   0.49,   2.47,    NaN,   NaN, 4931.854654, 5183.524982
 -31,  982.344,   6.00,   0.98,   5.09,   0.49,   2.47,    NaN,   NaN, 4929.078643, 5169.884551
 -30,  982.476,   6.00,   0.98,   5.08,   0.49,   2.47,    NaN,   NaN, 4906.274064, 5232.733121
 -29,  982.476,   6.00,   0.99,   5.08,   0.49,   2.46,    NaN,   NaN, 4784.912597, 5140.567945
 -28,  982.476,   6.00,   0.99,   5.08,   0.49,   2.46,    NaN,   NaN, 4755.071581, 5154.298302
 -27,  982.082,   6.00,   0.98,   5.07,   0.49,   2.46,    NaN,   NaN, 4849.450343, 5175.681152
 -26,  982.279,   5.99,   0.99,   5.07,   0.49,   2.47,    NaN,   NaN, 4816.317284, 5181.389410
 -25,  982.213,   6.00,   0.99,   5.06,   0.50,   2.47,    NaN,   NaN, 4892.428049, 5180.979037
 -24,  982.213,   6.00,   1.00,   5.06,   0.50,   2.47,    NaN,   NaN, 4831.990138, 5202.407628
 -23,  982.377,   6.00,   1.01,   5.06,   0.50,   2.47,    NaN,   NaN, 4823.934156, 5192.388541
 -22,  982.410,   5.99,   1.01,   5.06,   0.50,   2.47,    NaN,   NaN, 4824.126327, 5192.595390
 -21,  982.476,   5.99,   1.01,   5.06,   0.50,   2.47,    NaN,   NaN, 4897.975636, 5237.112941
 -20,  982.279,   6.00,   1.01,   5.06,   0.50,   2.47,    NaN,   NaN, 4809.951476, 5173.287275
 -19,  982.180,   5.99,   1.01,   5.06,   0.50,   2.47,    NaN,   NaN, 4818.444517, 5191.987549
 -18,  982.279,   5.97,   1.00,   5.06,   0.50,   2.47,    NaN,   NaN, 4861.224332, 5164.549401
 -17,  982.115,   5.93,   0.98,   5.06,   0.50,   2.48,    NaN,   NaN, 4771.047773, 5234.628847
 -16,  982.279,   5.91,   0.94,   5.05,   0.49,   2.48,    NaN,   NaN, 4772.142705, 5234.540490
 -15,  982.180,   5.91,   0.94,   5.05,   0.49,   2.48,    NaN,   NaN, 4759.566966, 5234.382167
 -14,  982.115,   5.90,   0.93,   5.06,   0.50,   2.48,    NaN,   NaN, 4811.564259, 5189.289456
 -13,  982.279,   5.88,   0.91,   5.05,   0.50,   2.48,    NaN,   NaN, 4877.860811, 5217.012508
 -12,  982.115,   5.89,   0.91,   5.05,   0.50,   2.48,    NaN,   NaN, 4823.270101, 5219.450923
 -11,  982.279,   5.88,   0.92,   5.05,   0.50,   2.48,    NaN,   NaN, 4791.453545, 5212.674746
 -10,  982.180,   5.88,   0.94,   5.05,   0.49,   2.48,    NaN,   NaN, 4812.541782, 5189.279364
  -9,  982.279,   5.85,   0.91,   5.04,   0.50,   2.48,    NaN,   NaN, 4787.826028, 5228.030514
  -8,  981.918,   5.86,   0.92,   5.04,   0.50,   2.48,    NaN,   NaN, 4854.123915, 5179.711544
  -7,  981.983,   5.85,   0.91,   5.04,   0.49,   2.48,    NaN,   NaN, 4918.619428, 5219.891564
  -6,  981.950,   5.83,   0.91,   5.03,   0.50,   2.48,    NaN,   NaN, 4918.821698, 5220.106223
  -5,  981.950,   5.81,   0.90,   5.02,   0.50,   2.48,    NaN,   NaN, 4848.842956, 5259.167035
  -4,  982.049,   5.80,   0.89,   5.02,   0.50,   2.48,    NaN,   NaN, 4852.549092, 5200.264878
  -3,  982.016,   5.80,   0.92,   5.01,   0.50,   2.48,    NaN,   NaN, 4910.085936, 5193.824922
  -2,  982.016,   5.80,   0.93,   5.01,   0.50,   2.48,    NaN,   NaN, 4763.878284, 5183.740585
  -1,  982.016,   5.79,   0.93,   5.00,   0.51,   2.47,    NaN,   NaN, 5026.286183, 5165.980786
   0,  981.950,   5.79,   0.94,   4.99,   0.51,   2.47,    NaN,   NaN, 4838.605397, 5165.543562
   1,  982.082,   5.78,   0.95,   4.98,   0.51,   2.47,    NaN,   NaN, 4896.049939, 5166.460228
   2,  982.147,   5.78,   0.95,   4.98,   0.51,   2.47,    NaN,   NaN, 4823.905524, 5166.805331
   3,  981.556,   5.79,   0.97,   4.97,   0.52,   2.47,    NaN,   NaN, 4794.146836, 5163.577367
   4,  981.918,   5.77,   0.95,   4.97,   0.51,   2.47,    NaN,   NaN, 4859.688033, 5177.850185
   5,  981.918,   5.76,   0.93,   4.96,   0.52,   2.47,    NaN,   NaN, 4727.155514, 5194.233374
   6,  981.688,   5.74,   0.92,   4.95,   0.52,   2.46,    NaN,   NaN, 4833.953124, 5193.371387
   7,  981.852,   5.74,   0.92,   4.95,   0.52,   2.46,    NaN,   NaN, 4861.613903, 5173.079791
   8,  981.819,   5.75,   0.92,   4.94,   0.52,   2.46,    NaN,   NaN, 4889.791489, 5203.438791
   9,  981.491,   5.75,   0.95,   4.93,   0.52,   2.46,    NaN,   NaN, 4849.523416, 5196.890264
  10,  981.688,   5.75,   0.95,   4.92,   0.52,   2.46,    NaN,   NaN, 4850.604413, 5171.347275
  11,  981.852,   5.75,   0.97,   4.92,   0.52,   2.46,    NaN,   NaN, 4840.623101, 5208.407180
  12,  981.819,   5.76,   0.98,   4.91,   0.53,   2.46,    NaN,   NaN, 4815.640734, 5192.195575
  13,  981.589,   5.75,   0.97,   4.90,   0.53,   2.46,    NaN,   NaN, 4840.077175, 5208.621721
  14,  981.721,   5.76,   0.99,   4.90,   0.52,   2.46,    NaN,   NaN, 4924.581071, 5200.721616
  15,  981.721,   5.75,   0.98,   4.88,   0.53,   2.46,    NaN,   NaN, 4761.370054, 5147.806640
  16,  981.721,   5.74,   0.95,   4.87,   0.53,   2.46,    NaN,   NaN, 4758.182486, 5131.470521
  17,  981.622,   5.73,   0.94,   4.87,   0.53,   2.46,    NaN,   NaN, 4818.265585, 5161.355212
  18,  981.425,   5.72,   0.94,   4.86,   0.53,   2.46,    NaN,   NaN, 4782.270462, 5160.414841
  19,  981.491,   5.73,   0.96,   4.85,   0.53,   2.46,    NaN,   NaN, 4906.481415, 5158.918778
  20,  981.524,   5.73,   0.96,   4.85,   0.53,   2.46,    NaN,   NaN, 4782.632096, 5169.375557
  21,  981.491,   5.73,   0.98,   4.84,   0.53,   2.46,    NaN,   NaN, 4842.613670, 5169.197558
  22,  981.589,   5.73,   0.99,   4.83,   0.54,   2.45,    NaN,   NaN, 4772.983758, 5157.868461
  23,  981.655,   5.73,   0.98,   4.82,   0.53,   2.45,    NaN,   NaN, 4869.067556, 5173.104224
  24,  981.261,   5.73,   0.99,   4.81,   0.53,   2.45,    NaN,   NaN, 4733.482166, 5175.353643
  25,  981.294,   5.73,   1.00,   4.80,   0.53,   2.45,    NaN,   NaN, 4817.785629, 5163.194405
  26,  981.458,   5.73,   1.01,   4.79,   0.53,   2.45,    NaN,   NaN, 4632.275548, 5191.022735
  27,  981.425,   5.73,   1.01,   4.78,   0.53,   2.45,    NaN,   NaN, 4632.090370, 5114.118712
  28,  981.294,   5.73,   1.01,   4.77,   0.53,   2.45,    NaN,   NaN, 4700.366962, 5148.613837
  29,  981.360,   5.72,   0.99,   4.76,   0.54,   2.45,    NaN,   NaN, 4818.042950, 5188.701580
  30,  981.294,   5.72,   1.00,   4.75,   0.54,   2.45,    NaN,   NaN, 4833.569866, 5151.220542
