Dae (um),0.523000,0.542000,0.583000,0.626000,0.673000,0.723000,0.777000,0.835000,0.898000,0.965000,1.037000,1.114000,1.197000,1.286000,1.382000,1.486000,1.596000,1.715000,1.843000,1.981000,2.129000,2.288000,2.458000,2.642000,2.839000,3.051000,3.278000,3.523000,3.786000,4.068000,4.371000,4.698000,5.048000,5.425000,5.829000,6.264000,6.732000,7.234000,7.774000,8.354000,8.977000,9.647000,10.370000,11.140000,11.970000,12.860000,13.820000,14.860000,15.960000,17.150000,18.430000,19.810000,NTotal
dlogDae,0.250000,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250
dN/dlogDae (#/scc),1202.592185,827.799811,907.607524,896.944871,801.240838,663.159020,508.333195,354.847620,231.258917,138.641447,80.144779,44.206891,25.099885,13.659313,7.608198,4.488964,2.974919,2.187516,1.844029,1.694649,1.703933,1.622070,1.411926,1.064220,0.852389,0.661656,0.573885,0.473455,0.372181,0.272596,0.230398,0.210987,0.183981,0.149379,0.088615,0.058232,0.037134,0.023631,0.012659,0.008439,0.003376,0.000000,0.002532,0.000844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,473.3
dN/dlogDae (#/cc),1205.939430,830.103875,910.133721,899.441390,803.470978,665.004829,509.748068,355.835288,231.902593,139.027335,80.367850,44.329935,25.169747,13.697331,7.629374,4.501459,2.983200,2.193604,1.849162,1.699366,1.708676,1.626585,1.415856,1.067182,0.854761,0.663497,0.575483,0.474773,0.373217,0.273354,0.231039,0.211575,0.184493,0.149795,0.088861,0.058395,0.037237,0.023696,0.012694,0.008463,0.003385,0.000000,0.002539,0.000846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,474.6
