Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  992.586,   7.49,   0.98,   7.02,   0.51,   3.75,    NaN,   NaN, 2634.827251,   NaN
 -59,  992.717,   7.49,   0.99,   7.02,   0.50,   3.75,    NaN,   NaN, 2594.762840,   NaN
 -58,  992.914,   7.50,   0.99,   7.02,   0.50,   3.75,    NaN,   NaN, 2655.780643,   NaN
 -57,  992.422,   7.50,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2720.160144,   NaN
 -56,  992.684,   7.51,   0.98,   7.02,   0.51,   3.75,    NaN,   NaN, 2708.771052,   NaN
 -55,  992.455,   7.50,   0.98,   7.02,   0.50,   3.75,    NaN,   NaN, 2696.209257,   NaN
 -54,  992.553,   7.50,   0.98,   7.02,   0.50,   3.75,    NaN,   NaN, 2785.628383,   NaN
 -53,  992.750,   7.51,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2714.069707,   NaN
 -52,  992.389,   7.51,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2641.112683,   NaN
 -51,  992.684,   7.51,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2663.102095,   NaN
 -50,  992.586,   7.52,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2683.968988,   NaN
 -49,  992.553,   7.52,   0.99,   7.02,   0.51,   3.75,    NaN,   NaN, 2693.372697,   NaN
 -48,  992.717,   7.51,   0.98,   7.02,   0.50,   3.75,    NaN,   NaN, 2703.401104,   NaN
 -47,  992.586,   7.52,   0.98,   7.01,   0.51,   3.75,    NaN,   NaN, 2602.812219,   NaN
 -46,  992.619,   7.51,   0.97,   7.00,   0.50,   3.75,    NaN,   NaN, 2688.577130,   NaN
 -45,  992.651,   7.50,   0.95,   7.00,   0.51,   3.75,    NaN,   NaN, 2672.508426,   NaN
 -44,  992.553,   7.51,   0.96,   7.00,   0.51,   3.75,    NaN,   NaN, 2642.997520,   NaN
 -43,  992.455,   7.51,   0.96,   7.00,   0.51,   3.75,    NaN,   NaN, 2613.487803,   NaN
 -42,  992.553,   7.52,   0.96,   7.00,   0.51,   3.75,    NaN,   NaN, 2611.880297,   NaN
 -41,  992.586,   7.52,   0.97,   6.99,   0.51,   3.75,    NaN,   NaN, 2673.056119,   NaN
 -40,  992.192,   7.53,   0.97,   7.00,   0.51,   3.75,    NaN,   NaN, 2674.482954,   NaN
 -39,  992.093,   7.53,   0.97,   6.99,   0.52,   3.75,    NaN,   NaN, 2628.876127,   NaN
 -38,  992.192,   7.53,   0.97,   6.99,   0.51,   3.75,    NaN,   NaN, 2685.500171,   NaN
 -37,  992.126,   7.53,   0.97,   6.99,   0.51,   3.75,    NaN,   NaN, 2678.212704,   NaN
 -36,  992.356,   7.53,   0.97,   6.98,   0.52,   3.75,    NaN,   NaN, 2699.051800,   NaN
 -35,  992.290,   7.53,   0.97,   6.99,   0.51,   3.75,    NaN,   NaN, 2719.050617,   NaN
 -34,  992.159,   7.53,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2718.769129,   NaN
 -33,  992.093,   7.53,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2756.007251,   NaN
 -32,  992.061,   7.54,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2773.731264,   NaN
 -31,  991.929,   7.53,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2733.255657,   NaN
 -30,  991.962,   7.54,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2693.178526,   NaN
 -29,  992.422,   7.53,   0.96,   6.98,   0.51,   3.75,    NaN,   NaN, 2675.187923,   NaN
 -28,  992.356,   7.54,   0.96,   6.99,   0.51,   3.75,    NaN,   NaN, 2705.825410,   NaN
