Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.016,   6.79,   0.98,   6.06,   0.50,   3.03,    NaN,   NaN, 4535.480439,   NaN
 -59,  982.049,   6.79,   0.98,   6.07,   0.50,   3.03,    NaN,   NaN, 4572.718006,   NaN
 -58,  982.311,   6.78,   0.97,   6.08,   0.51,   3.03,    NaN,   NaN, 4596.863459,   NaN
 -57,  981.950,   6.78,   0.97,   6.09,   0.51,   3.03,    NaN,   NaN, 4521.801446,   NaN
 -56,  982.082,   6.77,   0.97,   6.10,   0.51,   3.03,    NaN,   NaN, 4638.000840,   NaN
 -55,  982.246,   6.77,   0.97,   6.11,   0.52,   3.03,    NaN,   NaN, 4627.911888,   NaN
 -54,  982.213,   6.77,   0.97,   6.12,   0.52,   3.03,    NaN,   NaN, 4529.154445,   NaN
 -53,  982.115,   6.77,   0.97,   6.13,   0.53,   3.02,    NaN,   NaN, 4607.260813,   NaN
 -52,  981.918,   6.77,   0.97,   6.13,   0.52,   3.02,    NaN,   NaN, 4710.732157,   NaN
 -51,  981.819,   6.77,   0.97,   6.13,   0.52,   3.02,    NaN,   NaN, 4710.200348,   NaN
 -50,  982.049,   6.77,   0.98,   6.14,   0.52,   3.02,    NaN,   NaN, 4627.062527,   NaN
 -49,  981.918,   6.77,   0.98,   6.14,   0.52,   3.02,    NaN,   NaN, 4661.427046,   NaN
 -48,  982.147,   6.77,   0.98,   6.14,   0.52,   3.02,    NaN,   NaN, 4677.859037,   NaN
 -47,  982.016,   6.77,   0.99,   6.14,   0.52,   3.02,    NaN,   NaN, 4637.668611,   NaN
 -46,  982.082,   6.77,   0.99,   6.14,   0.52,   3.02,    NaN,   NaN, 4604.278425,   NaN
 -45,  982.147,   6.77,   0.99,   6.14,   0.52,   3.02,    NaN,   NaN, 4670.479755,   NaN
 -44,  981.885,   6.77,   0.99,   6.14,   0.52,   3.02,    NaN,   NaN, 4637.247484,   NaN
 -43,  981.786,   6.76,   0.99,   6.14,   0.52,   3.02,    NaN,   NaN, 4592.503506,   NaN
 -42,  981.753,   6.77,   0.99,   6.13,   0.51,   3.02,    NaN,   NaN, 4587.758325,   NaN
 -41,  981.786,   6.76,   0.99,   6.13,   0.51,   3.02,    NaN,   NaN, 4594.659211,   NaN
 -40,  982.016,   6.76,   0.99,   6.13,   0.51,   3.02,    NaN,   NaN, 4646.738259,   NaN
 -39,  981.589,   6.76,   0.98,   6.12,   0.50,   3.02,    NaN,   NaN, 4578.768258,   NaN
 -38,  981.852,   6.75,   0.98,   6.11,   0.50,   3.02,    NaN,   NaN, 4519.519541,   NaN
 -37,  981.753,   6.75,   0.98,   6.10,   0.49,   3.02,    NaN,   NaN, 4615.277784,   NaN
 -36,  981.491,   6.75,   0.99,   6.09,   0.50,   3.02,    NaN,   NaN, 4614.009493,   NaN
 -35,  981.786,   6.76,   0.99,   6.07,   0.49,   3.02,    NaN,   NaN, 4618.419757,   NaN
 -34,  981.819,   6.75,   0.99,   6.05,   0.50,   3.01,    NaN,   NaN, 4618.676414,   NaN
 -33,  981.392,   6.76,   0.99,   6.04,   0.51,   3.01,    NaN,   NaN, 4551.426063,   NaN
 -32,  981.721,   6.75,   0.98,   6.02,   0.50,   3.01,    NaN,   NaN, 4553.879355,   NaN
 -31,  981.753,   6.75,   0.98,   6.02,   0.50,   3.01,    NaN,   NaN, 4663.474875,   NaN
 -30,  981.458,   6.75,   0.98,   6.01,   0.51,   3.01,    NaN,   NaN, 4557.541433,   NaN
 -29,  981.753,   6.74,   0.99,   6.00,   0.51,   3.01,    NaN,   NaN, 4549.240301,   NaN
 -28,  981.491,   6.75,   0.99,   6.00,   0.51,   3.01,    NaN,   NaN, 4604.299110,   NaN
 -27,  981.556,   6.74,   0.98,   6.00,   0.51,   3.01,    NaN,   NaN, 4602.444369,   NaN
 -26,  981.360,   6.74,   0.99,   6.00,   0.50,   3.01,    NaN,   NaN, 4631.419186,   NaN
 -25,  981.589,   6.74,   0.98,   5.99,   0.50,   3.01,    NaN,   NaN, 4547.653935,   NaN
 -24,  981.524,   6.73,   0.97,   5.99,   0.50,   3.01,    NaN,   NaN, 4623.446387,   NaN
 -23,  981.556,   6.73,   0.97,   5.99,   0.50,   3.01,    NaN,   NaN, 4687.463085,   NaN
 -22,  981.195,   6.73,   0.97,   5.99,   0.50,   3.01,    NaN,   NaN, 4587.041005,   NaN
 -21,  981.392,   6.73,   0.97,   5.99,   0.50,   3.01,    NaN,   NaN, 4526.302234,   NaN
 -20,  981.360,   6.73,   0.98,   5.98,   0.51,   3.01,    NaN,   NaN, 4672.265970,   NaN
 -19,  981.294,   6.73,   0.98,   5.98,   0.51,   3.01,    NaN,   NaN, 4643.235159,   NaN
 -18,  981.195,   6.73,   0.98,   5.97,   0.51,   3.01,    NaN,   NaN, 4642.800658,   NaN
 -17,  981.524,   6.73,   0.98,   5.97,   0.51,   3.01,    NaN,   NaN, 4621.640172,   NaN
 -16,  981.392,   6.72,   0.97,   5.97,   0.51,   3.01,    NaN,   NaN, 4656.276212,   NaN
 -15,  981.294,   6.72,   0.97,   5.96,   0.51,   3.01,    NaN,   NaN, 4545.038483,   NaN
 -14,  981.064,   6.71,   0.97,   5.96,   0.52,   3.01,    NaN,   NaN, 4452.135963,   NaN
 -13,  981.031,   6.71,   0.97,   5.96,   0.52,   3.01,    NaN,   NaN, 4648.796645,   NaN
 -12,  981.360,   6.71,   0.97,   5.95,   0.51,   3.01,    NaN,   NaN, 4624.896869,   NaN
 -11,  981.097,   6.71,   0.97,   5.96,   0.51,   3.01,    NaN,   NaN, 4516.439288,   NaN
 -10,  981.130,   6.70,   0.97,   5.95,   0.52,   3.01,    NaN,   NaN, 4650.277299,   NaN
  -9,  980.867,   6.71,   0.97,   5.95,   0.52,   3.01,    NaN,   NaN, 4535.316762,   NaN
  -8,  981.163,   6.70,   0.97,   5.94,   0.52,   3.01,    NaN,   NaN, 4540.685122,   NaN
  -7,  981.097,   6.70,   0.96,   5.94,   0.52,   3.01,    NaN,   NaN, 4475.397009,   NaN
  -6,  981.163,   6.70,   0.97,   5.93,   0.52,   3.01,    NaN,   NaN, 4560.803096,   NaN
  -5,  980.933,   6.69,   0.96,   5.93,   0.52,   3.01,    NaN,   NaN, 4475.380360,   NaN
  -4,  981.163,   6.69,   0.97,   5.93,   0.52,   3.01,    NaN,   NaN, 4542.630271,   NaN
  -3,  980.966,   6.69,   0.96,   5.92,   0.52,   3.01,    NaN,   NaN, 4486.548928,   NaN
  -2,  980.966,   6.68,   0.96,   5.92,   0.52,   3.01,    NaN,   NaN, 4486.630428,   NaN
  -1,  980.834,   6.68,   0.96,   5.92,   0.52,   3.01,    NaN,   NaN, 4523.364342,   NaN
   0,  980.802,   6.68,   0.96,   5.92,   0.52,   3.01,    NaN,   NaN, 4475.777177,   NaN
   1,  980.867,   6.68,   0.95,   5.92,   0.52,   3.01,    NaN,   NaN, 4528.191544,   NaN
   2,  980.473,   6.68,   0.95,   5.92,   0.52,   3.01,    NaN,   NaN, 4591.225501,   NaN
   3,  980.079,   6.67,   0.94,   5.92,   0.52,   3.01,    NaN,   NaN, 4565.840734,   NaN
   4,  979.620,   6.67,   0.94,   5.92,   0.52,   3.01,    NaN,   NaN, 4617.179171,   NaN
   5,  979.029,   6.65,   0.95,   5.91,   0.52,   3.00,    NaN,   NaN, 4623.196350,   NaN
   6,  978.701,   6.64,   0.95,   5.91,   0.52,   3.00,    NaN,   NaN, 4586.497315,   NaN
   7,  978.274,   6.63,   0.95,   5.91,   0.52,   3.00,    NaN,   NaN, 4583.087086,   NaN
   8,  978.405,   6.61,   0.95,   5.90,   0.51,   3.00,    NaN,   NaN, 4616.013782,   NaN
   9,  978.143,   6.59,   0.96,   5.91,   0.52,   3.00,    NaN,   NaN, 4582.736673,   NaN
  10,  978.044,   6.57,   0.95,   5.90,   0.51,   3.00,    NaN,   NaN, 4495.287512,   NaN
  11,  977.946,   6.56,   0.95,   5.90,   0.52,   2.99,    NaN,   NaN, 4607.829726,   NaN
  12,  977.749,   6.55,   0.95,   5.89,   0.52,   2.99,    NaN,   NaN, 4570.235931,   NaN
  13,  977.650,   6.53,   0.94,   5.88,   0.52,   2.99,    NaN,   NaN, 4522.880038,   NaN
  14,  977.617,   6.52,   0.94,   5.88,   0.52,   2.99,    NaN,   NaN, 4481.513412,   NaN
  15,  977.519,   6.51,   0.94,   5.87,   0.52,   2.98,    NaN,   NaN, 4481.259630,   NaN
  16,  977.486,   6.49,   0.93,   5.86,   0.52,   2.98,    NaN,   NaN, 4453.855475,   NaN
  17,  977.223,   6.48,   0.93,   5.86,   0.53,   2.98,    NaN,   NaN, 4556.732457,   NaN
  18,  977.059,   6.47,   0.94,   5.84,   0.53,   2.97,    NaN,   NaN, 4518.636972,   NaN
  19,  977.223,   6.46,   0.95,   5.84,   0.53,   2.97,    NaN,   NaN, 4547.469925,   NaN
  20,  976.895,   6.46,   0.95,   5.83,   0.54,   2.97,    NaN,   NaN, 4605.383368,   NaN
  21,  976.895,   6.46,   0.95,   5.83,   0.54,   2.97,    NaN,   NaN, 4444.170815,   NaN
  22,  976.961,   6.46,   0.95,   5.83,   0.54,   2.96,    NaN,   NaN, 4480.255215,   NaN
  23,  976.665,   6.44,   0.95,   5.82,   0.54,   2.96,    NaN,   NaN, 4567.083857,   NaN
  24,  976.501,   6.43,   0.94,   5.81,   0.54,   2.95,    NaN,   NaN, 4579.999100,   NaN
  25,  976.403,   6.42,   0.95,   5.80,   0.54,   2.95,    NaN,   NaN, 4574.153474,   NaN
  26,  976.304,   6.41,   0.95,   5.79,   0.54,   2.95,    NaN,   NaN, 4539.658027,   NaN
  27,  976.370,   6.41,   0.96,   5.78,   0.54,   2.95,    NaN,   NaN, 4412.385736,   NaN
  28,  976.009,   6.40,   0.96,   5.78,   0.54,   2.95,    NaN,   NaN, 4373.961063,   NaN
  29,  976.042,   6.39,   0.96,   5.78,   0.54,   2.95,    NaN,   NaN, 4562.524414,   NaN
  30,  976.042,   6.38,   0.96,   5.77,   0.54,   2.94,    NaN,   NaN, 4562.691169,   NaN
  31,  975.779,   6.38,   0.96,   5.76,   0.54,   2.94,    NaN,   NaN, 4571.465733,   NaN
  32,  975.582,   6.37,   0.96,   5.76,   0.54,   2.94,    NaN,   NaN, 4572.452393,   NaN
  33,  975.385,   6.36,   0.96,   5.75,   0.54,   2.94,    NaN,   NaN, 4579.133643,   NaN
  34,  975.385,   6.35,   0.95,   5.74,   0.54,   2.94,    NaN,   NaN, 4616.551598,   NaN
  35,  975.188,   6.34,   0.96,   5.73,   0.54,   2.94,    NaN,   NaN, 4537.996023,   NaN
  36,  975.155,   6.34,   0.95,   5.73,   0.54,   2.94,    NaN,   NaN, 4590.260813,   NaN
  37,  975.287,   6.33,   0.96,   5.71,   0.54,   2.94,    NaN,   NaN, 4381.285958,   NaN
  38,  974.926,   6.33,   0.96,   5.70,   0.54,   2.93,    NaN,   NaN, 4506.219348,   NaN
  39,  975.123,   6.32,   0.96,   5.69,   0.54,   2.93,    NaN,   NaN, 4475.916641,   NaN
  40,  974.926,   6.32,   0.96,   5.69,   0.54,   2.93,    NaN,   NaN, 4444.067614,   NaN
  41,  974.532,   6.31,   0.96,   5.68,   0.55,   2.93,    NaN,   NaN, 4483.841301,   NaN
  42,  974.762,   6.30,   0.96,   5.67,   0.55,   2.93,    NaN,   NaN, 4473.366277,   NaN
  43,  974.663,   6.30,   0.97,   5.66,   0.55,   2.93,    NaN,   NaN, 4466.799475,   NaN
  44,  974.171,   6.30,   0.96,   5.65,   0.55,   2.93,    NaN,   NaN, 4509.448955,   NaN
  45,  974.466,   6.28,   0.96,   5.63,   0.55,   2.93,    NaN,   NaN, 4477.098849,   NaN
  46,  974.236,   6.28,   0.96,   5.62,   0.55,   2.92,    NaN,   NaN, 4476.186287,   NaN
  47,  974.171,   6.28,   0.97,   5.61,   0.56,   2.92,    NaN,   NaN, 4458.892466,   NaN
  48,  974.138,   6.27,   0.96,   5.60,   0.56,   2.92,    NaN,   NaN, 4417.657510,   NaN
  49,  973.875,   6.26,   0.96,   5.59,   0.55,   2.92,    NaN,   NaN, 4489.424745,   NaN
  50,  973.810,   6.26,   0.96,   5.58,   0.55,   2.92,    NaN,   NaN, 4612.730082,   NaN
  51,  973.908,   6.25,   0.97,   5.56,   0.55,   2.92,    NaN,   NaN, 4467.927356,   NaN
  52,  973.842,   6.25,   0.96,   5.55,   0.55,   2.91,    NaN,   NaN, 4538.976452,   NaN
  53,  973.481,   6.24,   0.96,   5.54,   0.55,   2.91,    NaN,   NaN, 4467.265816,   NaN
  54,  973.514,   6.22,   0.96,   5.53,   0.54,   2.91,    NaN,   NaN, 4465.341361,   NaN
  55,  973.383,   6.22,   0.96,   5.52,   0.54,   2.91,    NaN,   NaN, 4464.342209,   NaN
