Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  975.287,   6.56,   0.97,   6.09,   0.51,   2.57,    NaN,   NaN, 3646.845796,   NaN
 -59,  975.024,   6.55,   0.97,   6.09,   0.51,   2.57,    NaN,   NaN, 3581.736384,   NaN
 -58,  975.188,   6.56,   0.97,   6.07,   0.50,   2.57,    NaN,   NaN, 3667.942687,   NaN
 -57,  975.024,   6.57,   0.98,   6.07,   0.50,   2.56,    NaN,   NaN, 3667.211289,   NaN
 -56,  975.254,   6.57,   0.98,   6.05,   0.50,   2.56,    NaN,   NaN, 3686.118014,   NaN
 -55,  974.991,   6.57,   0.98,   6.03,   0.50,   2.56,    NaN,   NaN, 3611.527079,   NaN
 -54,  974.991,   6.57,   0.98,   6.02,   0.51,   2.56,    NaN,   NaN, 3650.254795,   NaN
 -53,  974.991,   6.57,   0.98,   6.02,   0.51,   2.56,    NaN,   NaN, 3637.770431,   NaN
 -52,  975.057,   6.58,   0.97,   6.01,   0.51,   2.56,    NaN,   NaN, 3625.945046,   NaN
 -51,  974.860,   6.57,   0.97,   6.00,   0.52,   2.56,    NaN,   NaN, 3644.666773,   NaN
 -50,  974.926,   6.57,   0.97,   5.99,   0.52,   2.56,    NaN,   NaN, 3590.775462,   NaN
 -49,  974.729,   6.57,   0.98,   5.98,   0.52,   2.56,    NaN,   NaN, 3565.362646,   NaN
 -48,  975.024,   6.57,   0.97,   5.98,   0.52,   2.56,    NaN,   NaN, 3598.349740,   NaN
 -47,  974.958,   6.57,   0.97,   5.97,   0.52,   2.56,    NaN,   NaN, 3626.302750,   NaN
 -46,  974.794,   6.57,   0.96,   5.98,   0.52,   2.56,    NaN,   NaN, 3688.227125,   NaN
 -45,  974.729,   6.57,   0.96,   5.97,   0.52,   2.56,    NaN,   NaN, 3625.705837,   NaN
 -44,  974.926,   6.58,   0.97,   5.98,   0.52,   2.56,    NaN,   NaN, 3579.090330,   NaN
 -43,  974.696,   6.57,   0.97,   5.98,   0.51,   2.56,    NaN,   NaN, 3603.311956,   NaN
 -42,  974.860,   6.57,   0.97,   5.97,   0.52,   2.56,    NaN,   NaN, 3563.375542,   NaN
 -41,  974.794,   6.57,   0.96,   5.97,   0.52,   2.56,    NaN,   NaN, 3563.141335,   NaN
 -40,  974.860,   6.57,   0.96,   5.98,   0.52,   2.56,    NaN,   NaN, 3558.372757,   NaN
 -39,  974.597,   6.57,   0.97,   5.97,   0.52,   2.57,    NaN,   NaN, 3598.845837,   NaN
 -38,  974.860,   6.57,   0.97,   5.98,   0.52,   2.57,    NaN,   NaN, 3574.427260,   NaN
 -37,  974.630,   6.58,   0.96,   5.97,   0.52,   2.57,    NaN,   NaN, 3561.375660,   NaN
 -36,  974.433,   6.57,   0.96,   5.97,   0.52,   2.57,    NaN,   NaN, 3601.766685,   NaN
 -35,  974.827,   6.57,   0.96,   5.97,   0.52,   2.57,    NaN,   NaN, 3610.895512,   NaN
 -34,  974.532,   6.57,   0.96,   5.97,   0.52,   2.58,    NaN,   NaN, 3623.658084,   NaN
 -33,  974.630,   6.57,   0.96,   5.98,   0.52,   2.58,    NaN,   NaN, 3614.921247,   NaN
 -32,  974.532,   6.57,   0.96,   5.97,   0.52,   2.58,    NaN,   NaN, 3629.515815,   NaN
 -31,  974.762,   6.57,   0.96,   5.97,   0.53,   2.58,    NaN,   NaN, 3642.804410,   NaN
 -30,  974.466,   6.57,   0.95,   5.97,   0.53,   2.58,    NaN,   NaN, 3528.951578,   NaN
 -29,  974.466,   6.57,   0.95,   5.96,   0.53,   2.57,    NaN,   NaN, 3605.381202,   NaN
 -28,  974.630,   6.57,   0.96,   5.95,   0.53,   2.57,    NaN,   NaN, 3604.629021,   NaN
 -27,  974.335,   6.56,   0.96,   5.95,   0.53,   2.57,    NaN,   NaN, 3596.254144,   NaN
 -26,  974.532,   6.57,   0.96,   5.95,   0.54,   2.57,    NaN,   NaN, 3525.562080,   NaN
 -25,  974.368,   6.56,   0.94,   5.95,   0.53,   2.57,    NaN,   NaN, 3525.046549,   NaN
 -24,  974.466,   6.58,   0.95,   5.96,   0.53,   2.57,    NaN,   NaN, 3637.232426,   NaN
 -23,  974.269,   6.57,   0.95,   5.96,   0.53,   2.58,    NaN,   NaN, 3648.620149,   NaN
 -22,  974.138,   6.57,   0.96,   5.96,   0.53,   2.57,    NaN,   NaN, 3655.584656,   NaN
 -21,  974.597,   6.58,   0.96,   5.96,   0.53,   2.57,    NaN,   NaN, 3509.984660,   NaN
 -20,  974.335,   6.57,   0.96,   5.95,   0.53,   2.57,    NaN,   NaN, 3602.544040,   NaN
 -19,  974.302,   6.58,   0.96,   5.97,   0.53,   2.57,    NaN,   NaN, 3562.166594,   NaN
 -18,  974.335,   6.57,   0.96,   5.96,   0.53,   2.57,    NaN,   NaN, 3752.462204,   NaN
 -17,  974.171,   6.57,   0.96,   5.96,   0.53,   2.57,    NaN,   NaN, 3498.998116,   NaN
 -16,  974.335,   6.58,   0.96,   5.96,   0.53,   2.57,    NaN,   NaN, 3596.774090,   NaN
 -15,  974.138,   6.57,   0.95,   5.96,   0.53,   2.57,    NaN,   NaN, 3602.428774,   NaN
 -14,  974.269,   6.57,   0.95,   5.95,   0.53,   2.57,    NaN,   NaN, 3628.299853,   NaN
 -13,  974.039,   6.56,   0.96,   5.95,   0.53,   2.57,    NaN,   NaN, 3529.275833,   NaN
 -12,  974.204,   6.57,   0.95,   5.96,   0.53,   2.56,    NaN,   NaN, 3606.341727,   NaN
 -11,  974.204,   6.56,   0.95,   5.95,   0.53,   2.56,    NaN,   NaN, 3606.513208,   NaN
 -10,  974.039,   6.56,   0.95,   5.95,   0.53,   2.56,    NaN,   NaN, 3536.346959,   NaN
  -9,  974.072,   6.55,   0.94,   5.95,   0.53,   2.56,    NaN,   NaN, 3647.637448,   NaN
  -8,  974.138,   6.56,   0.94,   5.94,   0.53,   2.56,    NaN,   NaN, 3583.019513,   NaN
  -7,  974.039,   6.57,   0.95,   5.94,   0.53,   2.56,    NaN,   NaN, 3575.251309,   NaN
  -6,  974.105,   6.56,   0.94,   5.94,   0.53,   2.56,    NaN,   NaN, 3577.365989,   NaN
  -5,  974.039,   6.56,   0.95,   5.93,   0.54,   2.56,    NaN,   NaN, 3582.217691,   NaN
  -4,  973.842,   6.56,   0.94,   5.93,   0.54,   2.56,    NaN,   NaN, 3585.006935,   NaN
  -3,  973.941,   6.55,   0.95,   5.93,   0.55,   2.56,    NaN,   NaN, 3621.578605,   NaN
  -2,  973.974,   6.56,   0.94,   5.92,   0.54,   2.56,    NaN,   NaN, 3653.014004,   NaN
  -1,  973.875,   6.55,   0.95,   5.91,   0.55,   2.55,    NaN,   NaN, 3554.798843,   NaN
