Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.607,   5.45,   1.02,   5.02,   0.55,   1.60,    NaN,   NaN, 4652.661400,   NaN
 -59,  982.640,   5.45,   1.03,   5.01,   0.55,   1.60,    NaN,   NaN, 4630.600627,   NaN
 -58,  982.738,   5.45,   1.03,   5.01,   0.55,   1.60,    NaN,   NaN, 4629.452434,   NaN
 -57,  982.738,   5.45,   1.03,   5.01,   0.55,   1.60,    NaN,   NaN, 4545.278289,   NaN
 -56,  982.607,   5.45,   1.02,   5.02,   0.54,   1.60,    NaN,   NaN, 4596.188124,   NaN
 -55,  982.673,   5.45,   1.02,   5.02,   0.54,   1.60,    NaN,   NaN, 4606.567104,   NaN
 -54,  982.607,   5.45,   1.01,   5.02,   0.55,   1.60,    NaN,   NaN, 4552.436533,   NaN
 -53,  982.377,   5.45,   1.00,   5.02,   0.54,   1.60,    NaN,   NaN, 4583.267236,   NaN
 -52,  982.377,   5.43,   0.99,   5.02,   0.54,   1.60,    NaN,   NaN, 4583.495508,   NaN
 -51,  982.541,   5.44,   0.99,   5.01,   0.54,   1.60,    NaN,   NaN, 4532.558421,   NaN
 -50,  982.541,   5.44,   0.99,   5.02,   0.54,   1.60,    NaN,   NaN, 4452.129109,   NaN
 -49,  982.377,   5.44,   1.00,   5.02,   0.54,   1.60,    NaN,   NaN, 4642.018651,   NaN
 -48,  982.541,   5.46,   1.01,   5.02,   0.54,   1.60,    NaN,   NaN, 4712.887837,   NaN
 -47,  982.377,   5.45,   1.01,   5.02,   0.54,   1.60,    NaN,   NaN, 4616.548250,   NaN
 -46,  982.443,   5.46,   1.01,   5.02,   0.54,   1.60,    NaN,   NaN, 4640.566358,   NaN
 -45,  982.410,   5.46,   1.02,   5.02,   0.54,   1.60,    NaN,   NaN, 4632.980216,   NaN
 -44,  982.541,   5.47,   1.03,   5.03,   0.54,   1.60,    NaN,   NaN, 4553.724591,   NaN
 -43,  982.476,   5.47,   1.04,   5.02,   0.53,   1.60,    NaN,   NaN, 4577.386728,   NaN
 -42,  982.279,   5.48,   1.05,   5.03,   0.54,   1.60,    NaN,   NaN, 4602.183176,   NaN
 -41,  982.213,   5.48,   1.06,   5.02,   0.53,   1.60,    NaN,   NaN, 4585.909451,   NaN
 -40,  982.377,   5.48,   1.06,   5.02,   0.53,   1.60,    NaN,   NaN, 4555.899156,   NaN
 -39,  982.115,   5.48,   1.07,   5.02,   0.53,   1.60,    NaN,   NaN, 4604.572995,   NaN
 -38,  982.344,   5.48,   1.07,   5.02,   0.53,   1.60,    NaN,   NaN, 4573.397399,   NaN
 -37,  982.082,   5.48,   1.06,   5.02,   0.53,   1.60,    NaN,   NaN, 4559.093356,   NaN
 -36,  982.311,   5.47,   1.05,   5.03,   0.53,   1.60,    NaN,   NaN, 4560.265662,   NaN
 -35,  982.311,   5.47,   1.03,   5.03,   0.53,   1.60,    NaN,   NaN, 4458.731920,   NaN
 -34,  982.377,   5.47,   1.03,   5.03,   0.53,   1.60,    NaN,   NaN, 4429.053896,   NaN
 -33,  982.410,   5.46,   1.02,   5.02,   0.53,   1.60,    NaN,   NaN, 4429.336506,   NaN
 -32,  981.983,   5.46,   1.02,   5.02,   0.53,   1.60,    NaN,   NaN, 4590.933073,   NaN
 -31,  982.082,   5.46,   1.03,   5.02,   0.53,   1.60,    NaN,   NaN, 4487.965774,   NaN
 -30,  981.983,   5.46,   1.02,   5.01,   0.53,   1.60,    NaN,   NaN, 4497.573156,   NaN
 -29,  982.246,   5.46,   1.02,   5.01,   0.53,   1.60,    NaN,   NaN, 4554.041020,   NaN
 -28,  982.016,   5.47,   1.01,   5.01,   0.53,   1.60,    NaN,   NaN, 4560.558102,   NaN
 -27,  982.049,   5.46,   1.00,   5.00,   0.54,   1.60,    NaN,   NaN, 4563.164103,   NaN
 -26,  981.885,   5.46,   1.00,   4.99,   0.54,   1.60,    NaN,   NaN, 4607.244393,   NaN
 -25,  982.180,   5.46,   1.00,   5.00,   0.54,   1.60,    NaN,   NaN, 4616.909893,   NaN
 -24,  981.819,   5.46,   0.99,   4.99,   0.54,   1.60,    NaN,   NaN, 4564.701465,   NaN
 -23,  982.016,   5.47,   1.00,   4.99,   0.54,   1.60,    NaN,   NaN, 4603.051544,   NaN
 -22,  981.852,   5.47,   1.00,   4.98,   0.55,   1.60,    NaN,   NaN, 4617.328509,   NaN
 -21,  981.983,   5.48,   1.01,   4.98,   0.54,   1.60,    NaN,   NaN, 4646.286159,   NaN
 -20,  982.016,   5.48,   1.01,   4.98,   0.54,   1.60,    NaN,   NaN, 4523.335543,   NaN
 -19,  982.016,   5.48,   1.02,   4.98,   0.54,   1.60,    NaN,   NaN, 4523.342036,   NaN
 -18,  981.885,   5.49,   1.02,   4.98,   0.54,   1.60,    NaN,   NaN, 4602.718188,   NaN
 -17,  981.950,   5.49,   1.02,   4.98,   0.54,   1.60,    NaN,   NaN, 4566.802365,   NaN
 -16,  981.918,   5.49,   1.01,   4.97,   0.54,   1.60,    NaN,   NaN, 4591.735608,   NaN
 -15,  981.885,   5.49,   1.01,   4.97,   0.53,   1.60,    NaN,   NaN, 4525.501010,   NaN
 -14,  981.721,   5.49,   1.00,   4.97,   0.53,   1.60,    NaN,   NaN, 4609.152194,   NaN
 -13,  981.688,   5.49,   1.00,   4.97,   0.54,   1.60,    NaN,   NaN, 4578.370409,   NaN
 -12,  981.721,   5.49,   1.00,   4.96,   0.53,   1.60,    NaN,   NaN, 4542.496941,   NaN
 -11,  981.852,   5.49,   1.01,   4.96,   0.53,   1.59,    NaN,   NaN, 4548.359243,   NaN
 -10,  981.819,   5.49,   1.01,   4.95,   0.53,   1.59,    NaN,   NaN, 4615.204512,   NaN
  -9,  981.819,   5.49,   1.03,   4.94,   0.53,   1.59,    NaN,   NaN, 4658.104935,   NaN
