Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  991.437,   7.81,   1.01,   7.04,   0.53,   3.83,    NaN,   NaN, 6937.798340,   NaN
 -59,  991.601,   7.82,   1.01,   7.04,   0.52,   3.83,    NaN,   NaN, 6926.044365,   NaN
 -58,  991.601,   7.82,   1.01,   7.04,   0.52,   3.83,    NaN,   NaN, 6948.246259,   NaN
 -57,  991.371,   7.81,   1.00,   7.04,   0.52,   3.83,    NaN,   NaN, 6868.801488,   NaN
 -56,  991.765,   7.81,   1.00,   7.04,   0.52,   3.83,    NaN,   NaN, 6922.340558,   NaN
 -55,  991.404,   7.80,   0.99,   7.03,   0.52,   3.83,    NaN,   NaN, 6815.263387,   NaN
 -54,  991.404,   7.80,   0.99,   7.03,   0.51,   3.83,    NaN,   NaN, 6997.388208,   NaN
 -53,  991.470,   7.80,   0.99,   7.03,   0.51,   3.83,    NaN,   NaN, 6902.654303,   NaN
 -52,  991.371,   7.80,   1.00,   7.03,   0.52,   3.83,    NaN,   NaN, 7130.050426,   NaN
 -51,  991.273,   7.80,   1.00,   7.03,   0.51,   3.83,    NaN,   NaN, 7024.654942,   NaN
 -50,  991.371,   7.80,   1.00,   7.03,   0.51,   3.83,    NaN,   NaN, 6935.208758,   NaN
 -49,  991.207,   7.80,   1.00,   7.03,   0.51,   3.83,    NaN,   NaN, 6847.997943,   NaN
 -48,  991.043,   7.79,   1.00,   7.03,   0.51,   3.83,    NaN,   NaN, 6947.096912,   NaN
 -47,  991.503,   7.78,   0.98,   7.03,   0.50,   3.83,    NaN,   NaN, 6950.502679,   NaN
 -46,  991.404,   7.78,   0.98,   7.03,   0.51,   3.83,    NaN,   NaN, 6930.519051,   NaN
 -45,  991.273,   7.77,   0.98,   7.02,   0.51,   3.82,    NaN,   NaN, 6917.002167,   NaN
 -44,  991.141,   7.77,   0.99,   7.02,   0.51,   3.82,    NaN,   NaN, 6873.443067,   NaN
 -43,  991.076,   7.77,   0.99,   7.03,   0.51,   3.82,    NaN,   NaN, 6827.749977,   NaN
 -42,  991.240,   7.77,   0.98,   7.02,   0.50,   3.82,    NaN,   NaN, 7087.330580,   NaN
 -41,  991.174,   7.77,   0.99,   7.02,   0.51,   3.82,    NaN,   NaN, 6902.393340,   NaN
 -40,  990.944,   7.77,   0.98,   7.02,   0.51,   3.82,    NaN,   NaN, 6942.433306,   NaN
 -39,  991.141,   7.77,   0.98,   7.01,   0.51,   3.82,    NaN,   NaN, 7045.342162,   NaN
 -38,  990.944,   7.76,   0.98,   7.01,   0.50,   3.82,    NaN,   NaN, 7022.504006,   NaN
 -37,  991.076,   7.77,   0.98,   7.01,   0.50,   3.82,    NaN,   NaN, 6956.045218,   NaN
 -36,  990.879,   7.77,   0.98,   7.01,   0.50,   3.82,    NaN,   NaN, 6841.621516,   NaN
 -35,  991.174,   7.76,   0.99,   7.00,   0.51,   3.82,    NaN,   NaN, 6895.375642,   NaN
 -34,  990.846,   7.77,   0.99,   6.99,   0.51,   3.82,    NaN,   NaN, 6936.348570,   NaN
 -33,  991.043,   7.76,   0.98,   6.99,   0.51,   3.82,    NaN,   NaN, 6928.218503,   NaN
 -32,  990.944,   7.76,   0.98,   6.99,   0.51,   3.82,    NaN,   NaN, 6997.213289,   NaN
 -31,  990.912,   7.75,   0.97,   6.98,   0.50,   3.82,    NaN,   NaN, 6997.069902,   NaN
 -30,  990.846,   7.75,   0.97,   6.98,   0.50,   3.82,    NaN,   NaN, 6849.531077,   NaN
 -29,  990.912,   7.74,   0.98,   6.98,   0.51,   3.82,    NaN,   NaN, 6816.463994,   NaN
 -28,  990.879,   7.75,   0.98,   6.98,   0.50,   3.82,    NaN,   NaN, 6963.585528,   NaN
 -27,  990.846,   7.75,   0.98,   6.98,   0.50,   3.82,    NaN,   NaN, 7104.190844,   NaN
 -26,  990.682,   7.75,   0.98,   6.98,   0.50,   3.82,    NaN,   NaN, 6787.630820,   NaN
 -25,  990.780,   7.75,   0.98,   6.97,   0.50,   3.82,    NaN,   NaN, 7004.098703,   NaN
 -24,  990.813,   7.75,   0.98,   6.98,   0.50,   3.82,    NaN,   NaN, 6903.889415,   NaN
 -23,  990.748,   7.74,   0.98,   6.97,   0.50,   3.82,    NaN,   NaN, 6889.762191,   NaN
 -22,  991.010,   7.74,   0.98,   6.97,   0.50,   3.82,    NaN,   NaN, 6951.560749,   NaN
 -21,  990.616,   7.74,   0.98,   6.97,   0.50,   3.81,    NaN,   NaN, 6951.795363,   NaN
 -20,  990.780,   7.74,   0.98,   6.97,   0.50,   3.81,    NaN,   NaN, 6958.633905,   NaN
 -19,  990.682,   7.73,   0.98,   6.96,   0.49,   3.81,    NaN,   NaN, 6879.586217,   NaN
 -18,  990.649,   7.73,   0.98,   6.96,   0.49,   3.81,    NaN,   NaN, 6964.184110,   NaN
 -17,  990.780,   7.74,   0.98,   6.96,   0.49,   3.81,    NaN,   NaN, 6832.761881,   NaN
 -16,  990.518,   7.73,   0.98,   6.96,   0.50,   3.81,    NaN,   NaN, 6831.082226,   NaN
 -15,  990.551,   7.73,   0.97,   6.96,   0.49,   3.81,    NaN,   NaN, 6732.632071,   NaN
 -14,  990.616,   7.72,   0.98,   6.95,   0.50,   3.81,    NaN,   NaN, 6928.660590,   NaN
 -13,  990.518,   7.73,   0.98,   6.94,   0.50,   3.81,    NaN,   NaN, 6852.892447,   NaN
 -12,  990.485,   7.72,   0.98,   6.94,   0.50,   3.81,    NaN,   NaN, 6839.038132,   NaN
 -11,  990.485,   7.72,   0.98,   6.94,   0.50,   3.81,    NaN,   NaN, 6900.467649,   NaN
 -10,  990.354,   7.72,   0.98,   6.93,   0.50,   3.81,    NaN,   NaN, 6882.987001,   NaN
  -9,  990.551,   7.72,   0.98,   6.92,   0.50,   3.81,    NaN,   NaN, 6910.591499,   NaN
  -8,  990.419,   7.72,   0.98,   6.92,   0.50,   3.81,    NaN,   NaN, 6905.740425,   NaN
  -7,  990.255,   7.71,   0.98,   6.91,   0.50,   3.81,    NaN,   NaN, 7032.374284,   NaN
  -6,  990.354,   7.71,   0.97,   6.91,   0.50,   3.81,    NaN,   NaN, 7036.483536,   NaN
  -5,  990.025,   7.70,   0.98,   6.90,   0.50,   3.81,    NaN,   NaN, 6960.264106,   NaN
  -4,  990.551,   7.70,   0.97,   6.89,   0.50,   3.81,    NaN,   NaN, 6855.088022,   NaN
  -3,  990.124,   7.70,   0.98,   6.89,   0.50,   3.81,    NaN,   NaN, 6858.840076,   NaN
  -2,  990.321,   7.71,   0.97,   6.88,   0.50,   3.81,    NaN,   NaN, 7003.650775,   NaN
  -1,  990.222,   7.70,   0.97,   6.88,   0.50,   3.81,    NaN,   NaN, 6810.062467,   NaN
   0,  989.434,   7.70,   0.97,   6.88,   0.50,   3.81,    NaN,   NaN, 6953.813720,   NaN
   1,  989.303,   7.70,   0.97,   6.87,   0.50,   3.81,    NaN,   NaN, 6952.958604,   NaN
   2,  988.548,   7.69,   0.97,   6.86,   0.50,   3.81,    NaN,   NaN, 6877.361372,   NaN
   3,  988.318,   7.67,   0.97,   6.86,   0.50,   3.81,    NaN,   NaN, 6808.634319,   NaN
   4,  987.859,   7.66,   0.97,   6.86,   0.50,   3.81,    NaN,   NaN, 6937.544967,   NaN
   5,  987.334,   7.63,   0.96,   6.85,   0.50,   3.81,    NaN,   NaN, 6896.269608,   NaN
   6,  986.841,   7.60,   0.95,   6.84,   0.50,   3.80,    NaN,   NaN, 6743.922379,   NaN
   7,  986.447,   7.58,   0.95,   6.84,   0.50,   3.80,    NaN,   NaN, 6849.283507,   NaN
   8,  986.021,   7.57,   0.95,   6.84,   0.50,   3.80,    NaN,   NaN, 6779.935581,   NaN
   9,  985.660,   7.54,   0.95,   6.82,   0.50,   3.80,    NaN,   NaN, 6753.746988,   NaN
  10,  985.102,   7.52,   0.95,   6.83,   0.50,   3.80,    NaN,   NaN, 6744.303773,   NaN
  11,  985.069,   7.48,   0.94,   6.82,   0.50,   3.79,    NaN,   NaN, 6902.213937,   NaN
  12,  984.970,   7.45,   0.93,   6.81,   0.50,   3.78,    NaN,   NaN, 6872.331650,   NaN
  13,  984.839,   7.43,   0.93,   6.81,   0.50,   3.78,    NaN,   NaN, 6842.370206,   NaN
  14,  984.708,   7.42,   0.94,   6.81,   0.50,   3.77,    NaN,   NaN, 6997.015598,   NaN
  15,  984.478,   7.41,   0.94,   6.79,   0.50,   3.77,    NaN,   NaN, 6639.817290,   NaN
  16,  984.281,   7.39,   0.95,   6.79,   0.50,   3.76,    NaN,   NaN, 6796.966929,   NaN
  17,  984.478,   7.39,   0.95,   6.79,   0.50,   3.75,    NaN,   NaN, 6798.326625,   NaN
  18,  984.281,   7.37,   0.94,   6.78,   0.50,   3.75,    NaN,   NaN, 6817.217270,   NaN
  19,  984.248,   7.36,   0.94,   6.77,   0.50,   3.75,    NaN,   NaN, 6841.814631,   NaN
  20,  984.084,   7.35,   0.95,   6.75,   0.51,   3.74,    NaN,   NaN, 6987.544671,   NaN
  21,  983.920,   7.33,   0.95,   6.73,   0.51,   3.74,    NaN,   NaN, 6811.477731,   NaN
  22,  983.821,   7.33,   0.95,   6.73,   0.51,   3.73,    NaN,   NaN, 6842.988645,   NaN
  23,  983.854,   7.31,   0.95,   6.71,   0.51,   3.73,    NaN,   NaN, 6917.906735,   NaN
  24,  983.624,   7.30,   0.96,   6.70,   0.51,   3.72,    NaN,   NaN, 6908.471966,   NaN
  25,  983.657,   7.29,   0.95,   6.69,   0.51,   3.72,    NaN,   NaN, 6933.242277,   NaN
  26,  983.395,   7.29,   0.96,   6.67,   0.52,   3.72,    NaN,   NaN, 6958.022381,   NaN
  27,  983.362,   7.28,   0.96,   6.67,   0.51,   3.71,    NaN,   NaN, 6875.934628,   NaN
  28,  983.198,   7.27,   0.96,   6.66,   0.52,   3.71,    NaN,   NaN, 6906.245142,   NaN
  29,  983.263,   7.26,   0.96,   6.65,   0.52,   3.71,    NaN,   NaN, 6838.119854,   NaN
  30,  983.066,   7.26,   0.97,   6.64,   0.52,   3.71,    NaN,   NaN, 6893.198735,   NaN
  31,  983.001,   7.24,   0.96,   6.63,   0.52,   3.71,    NaN,   NaN, 6843.091667,   NaN
  32,  982.837,   7.23,   0.97,   6.61,   0.52,   3.71,    NaN,   NaN, 6831.119779,   NaN
  33,  982.935,   7.23,   0.97,   6.61,   0.52,   3.71,    NaN,   NaN, 6831.649875,   NaN
  34,  982.607,   7.22,   0.97,   6.60,   0.52,   3.71,    NaN,   NaN, 6816.220455,   NaN
  35,  982.508,   7.22,   0.97,   6.60,   0.52,   3.71,    NaN,   NaN, 6796.233177,   NaN
  36,  982.476,   7.21,   0.97,   6.59,   0.52,   3.71,    NaN,   NaN, 6881.966975,   NaN
  37,  982.311,   7.21,   0.97,   6.58,   0.52,   3.71,    NaN,   NaN, 6889.169504,   NaN
  38,  982.311,   7.20,   0.97,   6.56,   0.53,   3.71,    NaN,   NaN, 7005.312814,   NaN
  39,  982.311,   7.19,   0.97,   6.55,   0.53,   3.71,    NaN,   NaN, 6837.265707,   NaN
  40,  981.885,   7.18,   0.97,   6.54,   0.52,   3.71,    NaN,   NaN, 6869.860041,   NaN
  41,  981.885,   7.18,   0.98,   6.52,   0.53,   3.71,    NaN,   NaN, 6760.745437,   NaN
