Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  987.793,   6.10,   2.48,   4.94,   0.65,   2.20,    NaN, 2438.446955, 2600.677137,   NaN
 -59,  988.056,   6.11,   2.50,   4.94,   0.65,   2.20,    NaN, 2447.907097, 2632.602848,   NaN
 -58,  987.925,   6.11,   2.50,   4.94,   0.65,   2.20,    NaN, 2364.238919, 2612.967195,   NaN
 -57,  987.859,   6.12,   2.50,   4.94,   0.65,   2.20,    NaN, 2411.139404, 2639.663538,   NaN
 -56,  987.990,   6.13,   2.49,   4.94,   0.65,   2.20,    NaN, 2369.595777, 2585.349468,   NaN
 -55,  987.793,   6.13,   2.50,   4.94,   0.66,   2.20,    NaN, 2483.399718, 2628.295656,   NaN
 -54,  987.859,   6.15,   2.51,   4.95,   0.65,   2.20,    NaN, 2382.266376, 2619.308061,   NaN
 -53,  987.728,   6.16,   2.53,   4.94,   0.64,   2.20,    NaN, 2280.770567, 2639.238026,   NaN
 -52,  988.023,   6.16,   2.50,   4.95,   0.64,   2.20,    NaN, 2412.122290, 2622.415805,   NaN
 -51,  987.925,   6.16,   2.49,   4.95,   0.64,   2.20,    NaN, 2446.684948, 2587.830207,   NaN
 -50,  987.563,   6.16,   2.49,   4.95,   0.64,   2.20,    NaN, 2406.151852, 2575.141005,   NaN
 -49,  987.892,   6.18,   2.51,   4.95,   0.64,   2.20,    NaN, 2394.091944, 2623.171676,   NaN
 -48,  987.728,   6.19,   2.49,   4.96,   0.64,   2.20,    NaN, 2333.153823, 2607.556455,   NaN
 -47,  987.695,   6.18,   2.47,   4.95,   0.64,   2.20,    NaN, 2444.840022, 2581.125961,   NaN
 -46,  987.793,   6.18,   2.47,   4.96,   0.64,   2.21,    NaN, 2390.977485, 2586.988345,   NaN
 -45,  988.089,   6.20,   2.49,   4.96,   0.64,   2.21,    NaN, 2397.045500, 2593.207407,   NaN
 -44,  987.925,   6.21,   2.49,   4.96,   0.64,   2.21,    NaN, 2380.471841, 2592.755076,   NaN
 -43,  987.793,   6.22,   2.50,   4.97,   0.65,   2.21,    NaN, 2493.223255, 2639.876226,   NaN
 -42,  987.957,   6.22,   2.49,   4.97,   0.65,   2.22,    NaN, 2456.122573, 2627.457833,   NaN
 -41,  987.760,   6.23,   2.48,   4.97,   0.65,   2.22,    NaN, 2372.498647, 2550.605590,   NaN
 -40,  987.760,   6.22,   2.46,   4.96,   0.65,   2.22,    NaN, 2403.170890, 2600.052669,   NaN
 -39,  987.859,   6.22,   2.46,   4.97,   0.64,   2.22,    NaN, 2428.835926, 2614.463081,   NaN
 -38,  987.760,   6.23,   2.45,   4.96,   0.64,   2.22,    NaN, 2495.541191, 2620.529479,   NaN
 -37,  987.859,   6.22,   2.42,   4.96,   0.64,   2.22,    NaN, 2495.900202, 2670.555004,   NaN
 -36,  987.957,   6.22,   2.42,   4.97,   0.64,   2.22,    NaN, 2411.885036, 2592.343122,   NaN
 -35,  987.892,   6.23,   2.43,   4.96,   0.64,   2.22,    NaN, 2366.999506, 2665.549662,   NaN
 -34,  988.121,   6.24,   2.44,   4.97,   0.64,   2.22,    NaN, 2410.726772, 2577.800969,   NaN
 -33,  988.023,   6.26,   2.46,   4.97,   0.64,   2.22,    NaN, 2403.817402, 2662.347395,   NaN
 -32,  988.023,   6.26,   2.46,   4.97,   0.64,   2.22,    NaN, 2433.824068, 2640.300219,   NaN
 -31,  987.596,   6.27,   2.47,   4.98,   0.65,   2.22,    NaN, 2397.263784, 2569.024264,   NaN
 -30,  987.925,   6.27,   2.47,   4.98,   0.64,   2.22,    NaN, 2403.125406, 2584.222385,   NaN
 -29,  987.793,   6.28,   2.48,   4.98,   0.64,   2.22,    NaN, 2373.753073, 2693.805760,   NaN
 -28,  987.826,   6.27,   2.45,   4.98,   0.64,   2.22,    NaN, 2416.186760, 2693.988967,   NaN
 -27,  987.793,   6.29,   2.47,   4.98,   0.64,   2.22,    NaN, 2420.814013, 2576.594393,   NaN
 -26,  987.662,   6.30,   2.49,   4.98,   0.64,   2.22,    NaN, 2380.076302, 2622.631132,   NaN
 -25,  987.990,   6.31,   2.49,   4.98,   0.63,   2.22,    NaN, 2425.344954, 2586.063603,   NaN
 -24,  987.695,   6.32,   2.50,   4.99,   0.63,   2.22,    NaN, 2391.223519, 2659.361042,   NaN
 -23,  987.728,   6.33,   2.50,   4.99,   0.64,   2.22,    NaN, 2401.978987, 2639.138010,   NaN
 -22,  987.695,   6.33,   2.51,   5.00,   0.64,   2.22,    NaN, 2328.009226, 2593.643250,   NaN
 -21,  987.859,   6.34,   2.51,   5.01,   0.64,   2.22,    NaN, 2328.321797, 2664.264085,   NaN
 -20,  987.695,   6.36,   2.54,   5.02,   0.65,   2.22,    NaN, 2427.162845, 2638.953021,   NaN
 -19,  987.695,   6.36,   2.55,   5.04,   0.65,   2.21,    NaN, 2431.524012, 2690.246590,   NaN
 -18,  987.990,   6.36,   2.54,   5.05,   0.66,   2.21,    NaN, 2516.883620, 2542.572471,   NaN
 -17,  987.596,   6.38,   2.56,   5.08,   0.66,   2.21,    NaN, 2435.376748, 2636.784744,   NaN
 -16,  987.859,   6.39,   2.57,   5.09,   0.67,   2.21,    NaN, 2412.156556, 2587.928910,   NaN
 -15,  987.662,   6.38,   2.53,   5.11,   0.67,   2.21,    NaN, 2447.430248, 2534.618685,   NaN
 -14,  987.793,   6.38,   2.53,   5.11,   0.67,   2.21,    NaN, 2447.418219, 2653.471610,   NaN
 -13,  987.662,   6.36,   2.49,   5.13,   0.67,   2.21,    NaN, 2358.120029, 2653.285016,   NaN
 -12,  987.728,   6.37,   2.49,   5.15,   0.67,   2.21,    NaN, 2322.521687, 2530.039945,   NaN
 -11,  987.695,   6.36,   2.48,   5.16,   0.67,   2.21,    NaN, 2350.965524, 2601.075418,   NaN
 -10,  987.760,   6.38,   2.49,   5.17,   0.66,   2.21,    NaN, 2371.739806, 2582.241695,   NaN
  -9,  987.662,   6.38,   2.48,   5.18,   0.67,   2.21,    NaN, 2377.169606, 2596.743211,   NaN
  -8,  987.793,   6.38,   2.48,   5.18,   0.67,   2.21,    NaN, 2383.111902, 2611.804684,   NaN
  -7,  987.563,   6.37,   2.45,   5.18,   0.66,   2.21,    NaN, 2417.877631, 2609.542776,   NaN
  -6,  987.662,   6.38,   2.44,   5.19,   0.65,   2.21,    NaN, 2365.594775, 2602.670490,   NaN
  -5,  987.859,   6.39,   2.45,   5.18,   0.65,   2.21,    NaN, 2388.994057, 2595.982748,   NaN
  -4,  987.728,   6.40,   2.45,   5.18,   0.66,   2.21,    NaN, 2388.583460, 2618.649493,   NaN
  -3,  987.629,   6.42,   2.49,   5.17,   0.65,   2.21,    NaN, 2397.117348, 2642.804143,   NaN
  -2,  987.662,   6.44,   2.51,   5.17,   0.65,   2.21,    NaN, 2384.300147, 2619.312543,   NaN
  -1,  987.629,   6.45,   2.53,   5.15,   0.66,   2.21,    NaN, 2369.698378, 2621.960944,   NaN
   0,  987.826,   6.46,   2.54,   5.15,   0.66,   2.21,    NaN, 2420.332881, 2573.792276,   NaN
   1,  987.432,   6.47,   2.55,   5.12,   0.66,   2.21,    NaN, 2431.710849, 2667.036387,   NaN
   2,  986.808,   6.47,   2.56,   5.11,   0.66,   2.21,    NaN, 2387.600012, 2513.511977,   NaN
   3,  986.480,   6.47,   2.56,   5.11,   0.66,   2.21,    NaN, 2396.134929, 2622.858272,   NaN
   4,  985.922,   6.47,   2.56,   5.10,   0.67,   2.21,    NaN, 2397.097163, 2618.347112,   NaN
   5,  985.364,   6.46,   2.57,   5.07,   0.67,   2.21,    NaN, 2316.537259, 2613.910372,   NaN
   6,  985.003,   6.46,   2.57,   5.06,   0.68,   2.21,    NaN, 2394.899595, 2601.198830,   NaN
   7,  984.741,   6.44,   2.57,   5.05,   0.67,   2.21,    NaN, 2424.935363, 2574.718844,   NaN
   8,  984.708,   6.42,   2.57,   5.04,   0.67,   2.21,    NaN, 2404.415016, 2608.903201,   NaN
   9,  984.478,   6.41,   2.57,   5.03,   0.67,   2.21,    NaN, 2396.535854, 2543.501026,   NaN
  10,  984.281,   6.39,   2.55,   5.02,   0.67,   2.21,    NaN, 2389.559378, 2551.205652,   NaN
  11,  984.117,   6.38,   2.54,   5.02,   0.66,   2.21,    NaN, 2389.257256, 2616.967566,   NaN
  12,  983.953,   6.37,   2.54,   5.01,   0.66,   2.20,    NaN, 2428.373263, 2637.551079,   NaN
