Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  992.651,   7.66,   1.00,   7.03,   0.50,   3.65,    NaN,   NaN, 2646.774477,   NaN
 -59,  992.586,   7.67,   1.00,   7.03,   0.49,   3.65,    NaN,   NaN, 2726.001409,   NaN
 -58,  992.684,   7.66,   0.99,   7.02,   0.50,   3.65,    NaN,   NaN, 2684.688609,   NaN
 -57,  992.651,   7.66,   0.99,   7.02,   0.49,   3.65,    NaN,   NaN, 2611.349745,   NaN
 -56,  992.455,   7.66,   0.98,   7.02,   0.49,   3.65,    NaN,   NaN, 2763.801051,   NaN
 -55,  992.586,   7.65,   0.98,   7.02,   0.49,   3.65,    NaN,   NaN, 2709.308268,   NaN
 -54,  992.684,   7.66,   0.98,   7.02,   0.49,   3.65,    NaN,   NaN, 2680.840584,   NaN
 -53,  992.651,   7.66,   0.99,   7.02,   0.49,   3.65,    NaN,   NaN, 2714.566530,   NaN
 -52,  992.520,   7.66,   0.99,   7.02,   0.49,   3.65,    NaN,   NaN, 2603.562578,   NaN
 -51,  992.520,   7.66,   0.99,   7.01,   0.49,   3.65,    NaN,   NaN, 2715.890817,   NaN
 -50,  992.455,   7.66,   1.00,   7.01,   0.49,   3.65,    NaN,   NaN, 2659.225568,   NaN
 -49,  992.651,   7.66,   0.99,   7.01,   0.49,   3.65,    NaN,   NaN, 2695.100049,   NaN
 -48,  992.422,   7.67,   0.99,   7.02,   0.49,   3.65,    NaN,   NaN, 2672.181835,   NaN
 -47,  992.225,   7.65,   0.99,   7.01,   0.49,   3.65,    NaN,   NaN, 2658.234924,   NaN
 -46,  992.520,   7.66,   0.98,   7.01,   0.49,   3.65,    NaN,   NaN, 2658.952856,   NaN
 -45,  992.389,   7.65,   0.97,   7.01,   0.49,   3.65,    NaN,   NaN, 2620.771011,   NaN
 -44,  992.422,   7.65,   0.97,   7.01,   0.49,   3.64,    NaN,   NaN, 2666.963252,   NaN
 -43,  992.389,   7.64,   0.95,   7.01,   0.48,   3.65,    NaN,   NaN, 2659.703639,   NaN
 -42,  992.356,   7.64,   0.96,   7.01,   0.49,   3.65,    NaN,   NaN, 2588.515656,   NaN
 -41,  992.323,   7.64,   0.97,   7.01,   0.49,   3.65,    NaN,   NaN, 2641.362989,   NaN
 -40,  992.520,   7.65,   0.97,   7.02,   0.48,   3.65,    NaN,   NaN, 2639.641981,   NaN
 -39,  992.258,   7.65,   0.97,   7.01,   0.48,   3.65,    NaN,   NaN, 2662.756023,   NaN
 -38,  992.258,   7.65,   0.97,   7.01,   0.49,   3.65,    NaN,   NaN, 2655.581086,   NaN
 -37,  992.028,   7.65,   0.97,   7.00,   0.48,   3.65,    NaN,   NaN, 2627.433734,   NaN
 -36,  992.192,   7.64,   0.97,   7.00,   0.49,   3.65,    NaN,   NaN, 2624.226251,   NaN
 -35,  991.864,   7.65,   0.97,   7.00,   0.48,   3.65,    NaN,   NaN, 2624.150841,   NaN
 -34,  992.225,   7.64,   0.98,   6.99,   0.48,   3.65,    NaN,   NaN, 2628.069348,   NaN
 -33,  992.093,   7.65,   0.98,   6.99,   0.49,   3.65,    NaN,   NaN, 2627.219598,   NaN
 -32,  991.929,   7.65,   0.98,   6.98,   0.48,   3.65,    NaN,   NaN, 2736.911572,   NaN
 -31,  992.061,   7.66,   0.98,   6.98,   0.49,   3.65,    NaN,   NaN, 2743.260011,   NaN
 -30,  991.995,   7.66,   0.98,   6.98,   0.48,   3.65,    NaN,   NaN, 2743.143378,   NaN
 -29,  992.093,   7.66,   0.98,   6.98,   0.48,   3.65,    NaN,   NaN, 2631.311296,   NaN
 -28,  992.192,   7.65,   0.98,   6.97,   0.48,   3.64,    NaN,   NaN, 2646.036672,   NaN
 -27,  992.061,   7.65,   0.98,   6.97,   0.49,   3.64,    NaN,   NaN, 2656.194730,   NaN
 -26,  992.061,   7.65,   0.98,   6.97,   0.49,   3.64,    NaN,   NaN, 2606.385457,   NaN
 -25,  991.732,   7.65,   0.97,   6.97,   0.49,   3.64,    NaN,   NaN, 2695.777878,   NaN
 -24,  992.028,   7.65,   0.98,   6.97,   0.48,   3.64,    NaN,   NaN, 2671.980748,   NaN
 -23,  992.061,   7.64,   0.97,   6.97,   0.48,   3.64,    NaN,   NaN, 2639.904641,   NaN
 -22,  991.962,   7.65,   0.98,   6.97,   0.49,   3.64,    NaN,   NaN, 2731.282498,   NaN
