Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.147,  -9.70,   1.07, -10.65,   0.69, -14.82, -13.24,   NaN, 4922.599832,   NaN
 -59,  982.279,  -9.72,   1.06, -10.67,   0.70, -14.82, -13.24,   NaN, 5001.934528,   NaN
 -58,  982.344,  -9.73,   1.06, -10.67,   0.71, -14.82, -13.24,   NaN, 5031.900831,   NaN
 -57,  982.410,  -9.76,   1.05, -10.68,   0.72, -14.83, -13.24,   NaN, 4933.248310,   NaN
 -56,  982.147,  -9.77,   1.06, -10.68,   0.72, -14.83, -13.25,   NaN, 4975.734181,   NaN
 -55,  982.344,  -9.77,   1.07, -10.68,   0.72, -14.84, -13.25,   NaN, 4951.283629,   NaN
 -54,  982.279,  -9.77,   1.09, -10.68,   0.73, -14.84, -13.26,   NaN, 4950.904079,   NaN
 -53,  982.377,  -9.77,   1.09, -10.68,   0.73, -14.85, -13.26,   NaN, 4866.571125,   NaN
 -52,  982.279,  -9.79,   1.08, -10.68,   0.73, -14.85, -13.26,   NaN, 4914.666671,   NaN
 -51,  982.476,  -9.79,   1.09, -10.68,   0.73, -14.85, -13.27,   NaN, 4806.650561,   NaN
 -50,  982.377,  -9.79,   1.09, -10.68,   0.73, -14.86, -13.27,   NaN, 4884.227796,   NaN
 -49,  982.541,  -9.79,   1.09, -10.68,   0.72, -14.86, -13.27,   NaN, 4968.649163,   NaN
 -48,  982.508,  -9.79,   1.09, -10.70,   0.72, -14.86, -13.27,   NaN, 5026.794981,   NaN
 -47,  982.279,  -9.79,   1.10, -10.70,   0.72, -14.86, -13.27,   NaN, 4988.612174,   NaN
 -46,  982.311,  -9.80,   1.08, -10.71,   0.71, -14.86, -13.28,   NaN, 4942.000813,   NaN
 -45,  982.246,  -9.80,   1.09, -10.73,   0.71, -14.86, -13.28,   NaN, 4966.148421,   NaN
 -44,  982.147,  -9.80,   1.09, -10.75,   0.70, -14.87, -13.28,   NaN, 5009.672768,   NaN
 -43,  982.541,  -9.80,   1.09, -10.77,   0.70, -14.87, -13.28,   NaN, 5016.486170,   NaN
 -42,  982.476,  -9.81,   1.09, -10.79,   0.70, -14.87, -13.28,   NaN, 4934.013920,   NaN
 -41,  982.311,  -9.81,   1.10, -10.81,   0.70, -14.87, -13.28,   NaN, 4906.721762,   NaN
 -40,  982.147,  -9.80,   1.10, -10.82,   0.70, -14.87, -13.28,   NaN, 5057.789458,   NaN
 -39,  982.246,  -9.80,   1.10, -10.83,   0.70, -14.87, -13.29,   NaN, 4883.372476,   NaN
 -38,  982.180,  -9.81,   1.10, -10.84,   0.70, -14.87, -13.29,   NaN, 4883.302040,   NaN
 -37,  981.983,  -9.81,   1.11, -10.84,   0.70, -14.87, -13.29,   NaN, 4968.004303,   NaN
 -36,  982.213,  -9.82,   1.10, -10.85,   0.70, -14.88, -13.29,   NaN, 5045.770683,   NaN
 -35,  982.213,  -9.82,   1.10, -10.85,   0.70, -14.88, -13.29,   NaN, 4997.059103,   NaN
 -34,  982.147,  -9.81,   1.12, -10.86,   0.71, -14.88, -13.29,   NaN, 4913.998056,   NaN
 -33,  982.213,  -9.81,   1.12, -10.86,   0.71, -14.88, -13.29,   NaN, 4979.801292,   NaN
 -32,  982.115,  -9.82,   1.12, -10.86,   0.71, -14.88, -13.29,   NaN, 4896.989100,   NaN
 -31,  982.147,  -9.82,   1.13, -10.87,   0.72, -14.88, -13.29,   NaN, 4956.929791,   NaN
 -30,  981.885,  -9.82,   1.12, -10.88,   0.72, -14.87, -13.29,   NaN, 4899.218316,   NaN
 -29,  981.918,  -9.82,   1.13, -10.88,   0.72, -14.87, -13.29,   NaN, 4828.262702,   NaN
 -28,  982.016,  -9.83,   1.13, -10.90,   0.71, -14.87, -13.28,   NaN, 4916.380063,   NaN
 -27,  982.115,  -9.83,   1.14, -10.92,   0.72, -14.87, -13.28,   NaN, 4878.588831,   NaN
 -26,  981.950,  -9.83,   1.14, -10.93,   0.71, -14.87, -13.28,   NaN, 4921.803617,   NaN
 -25,  981.819,  -9.84,   1.13, -10.95,   0.72, -14.87, -13.28,   NaN, 5031.700303,   NaN
 -24,  981.918,  -9.84,   1.13, -10.97,   0.72, -14.87, -13.28,   NaN, 4920.592430,   NaN
 -23,  981.622,  -9.84,   1.12, -10.98,   0.72, -14.87, -13.28,   NaN, 4849.233911,   NaN
 -22,  981.786,  -9.83,   1.13, -11.00,   0.72, -14.87, -13.28,   NaN, 4849.886932,   NaN
 -21,  982.115,  -9.84,   1.13, -11.02,   0.73, -14.87, -13.28,   NaN, 4839.240430,   NaN
 -20,  981.786,  -9.84,   1.13, -11.03,   0.73, -14.87, -13.28,   NaN, 4866.572752,   NaN
 -19,  981.786,  -9.84,   1.13, -11.05,   0.73, -14.87, -13.28,   NaN, 4966.354193,   NaN
 -18,  981.753,  -9.84,   1.13, -11.05,   0.73, -14.87, -13.28,   NaN, 4859.987856,   NaN
 -17,  981.589,  -9.85,   1.11, -11.05,   0.73, -14.87, -13.28,   NaN, 4964.672128,   NaN
