Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  997.542,   5.04,   0.00,   5.13,   0.06,   2.60,    NaN,   NaN, 2902.345096,   NaN
 -59,  997.542,   5.04,   0.00,   5.13,   0.06,   2.60,    NaN,   NaN, 2855.396164,   NaN
 -58,  997.313,   5.05,   0.00,   5.15,   0.06,   2.60,    NaN,   NaN, 2843.018375,   NaN
 -57,  997.378,   5.05,   0.01,   5.15,   0.05,   2.60,    NaN,   NaN, 2843.233770,   NaN
 -56,  997.346,   5.05,   0.01,   5.15,   0.05,   2.60,    NaN,   NaN, 2863.220523,   NaN
 -55,  997.444,   5.05,   0.01,   5.14,   0.05,   2.60,    NaN,   NaN, 2834.765062,   NaN
 -54,  997.542,   5.05,   0.00,   5.16,   0.04,   2.60,    NaN,   NaN, 2919.839050,   NaN
 -53,  997.214,   5.05,   0.00,   5.16,   0.04,   2.60,    NaN,   NaN, 2894.281560,   NaN
 -52,  997.247,   5.07,   0.01,   5.18,   0.04,   2.60,    NaN,   NaN, 2845.023188,   NaN
 -51,  997.378,   5.08,   0.00,   5.20,   0.05,   2.60,    NaN,   NaN, 2898.143855,   NaN
 -50,  997.313,   5.07,   0.00,   5.20,   0.06,   2.60,    NaN,   NaN, 2805.879701,   NaN
 -49,  997.247,   5.09,   0.01,   5.23,   0.08,   2.60,    NaN,   NaN, 2886.681949,   NaN
 -48,  997.346,   5.07,   0.01,   5.21,   0.09,   2.60,    NaN,   NaN, 2758.365966,   NaN
 -47,  997.247,   5.09,   0.00,   5.23,   0.10,   2.60,    NaN,   NaN, 2845.363161,   NaN
 -46,  997.313,   5.08,   0.00,   5.23,   0.11,   2.60,    NaN,   NaN, 2869.402154,   NaN
 -45,  997.378,   5.09,   0.00,   5.25,   0.12,   2.60,    NaN,   NaN, 2843.959837,   NaN
 -44,  997.116,   5.09,   0.00,   5.26,   0.13,   2.60,    NaN,   NaN, 2821.193047,   NaN
 -43,  997.116,   5.10,   0.00,   5.26,   0.14,   2.60,    NaN,   NaN, 2789.224130,   NaN
 -42,  997.313,   5.10,   0.00,   5.27,   0.15,   2.60,    NaN,   NaN, 2789.752860,   NaN
 -41,  997.083,   5.09,   0.00,   5.26,   0.15,   2.60,    NaN,   NaN, 2890.497048,   NaN
 -40,  997.181,   5.10,   0.00,   5.26,   0.15,   2.60,    NaN,   NaN, 2890.745423,   NaN
 -39,  997.247,   5.11,   0.00,   5.27,   0.15,   2.60,    NaN,   NaN, 2857.350283,   NaN
 -38,  997.116,   5.11,   0.00,   5.27,   0.15,   2.60,    NaN,   NaN, 2870.275397,   NaN
 -37,  997.116,   5.10,   0.00,   5.27,   0.15,   2.60,    NaN,   NaN, 2825.308347,   NaN
 -36,  997.346,   5.09,   0.00,   5.26,   0.16,   2.60,    NaN,   NaN, 2875.005403,   NaN
 -35,  996.820,   5.10,   0.00,   5.26,   0.15,   2.60,    NaN,   NaN, 2809.026886,   NaN
 -34,  997.149,   5.10,   0.00,   5.25,   0.15,   2.60,    NaN,   NaN, 2860.507626,   NaN
 -33,  997.083,   5.10,   0.00,   5.25,   0.14,   2.60,    NaN,   NaN, 2840.538176,   NaN
 -32,  997.017,   5.10,   0.01,   5.24,   0.14,   2.60,    NaN,   NaN, 2898.282918,   NaN
 -31,  997.017,   5.11,   0.01,   5.23,   0.12,   2.60,    NaN,   NaN, 2749.326267,   NaN
 -30,  996.886,   5.11,   0.00,   5.22,   0.11,   2.60,    NaN,   NaN, 2776.727388,   NaN
 -29,  996.820,   5.11,   0.00,   5.20,   0.09,   2.60,    NaN,   NaN, 2793.213486,   NaN
 -28,  996.787,   5.12,   0.00,   5.18,   0.07,   2.60,    NaN,   NaN, 2849.795550,   NaN
 -27,  996.853,   5.12,   0.00,   5.17,   0.05,   2.60,    NaN,   NaN, 2849.960342,   NaN
 -26,  996.886,   5.12,   0.00,   5.14,   0.04,   2.60,    NaN,   NaN, 2881.366828,   NaN
 -25,  997.050,   5.11,   0.00,   5.12,   0.04,   2.60,    NaN,   NaN, 2881.911044,   NaN
 -24,  996.722,   5.14,   0.00,   5.12,   0.05,   2.60,    NaN,   NaN, 2869.879171,   NaN
 -23,  997.116,   5.13,   0.00,   5.10,   0.06,   2.60,    NaN,   NaN, 2895.183398,   NaN
 -22,  996.886,   5.12,   0.01,   5.09,   0.07,   2.60,    NaN,   NaN, 2841.570482,   NaN
 -21,  996.787,   5.13,   0.00,   5.08,   0.07,   2.60,    NaN,   NaN, 2868.721820,   NaN
 -20,  996.656,   5.13,   0.00,   5.08,   0.07,   2.60,    NaN,   NaN, 2813.746617,   NaN
 -19,  996.853,   5.12,   0.01,   5.07,   0.07,   2.60,    NaN,   NaN, 2846.681280,   NaN
 -18,  996.722,   5.12,   0.00,   5.07,   0.08,   2.60,    NaN,   NaN, 2944.491328,   NaN
 -17,  996.886,   5.13,   0.00,   5.06,   0.08,   2.59,    NaN,   NaN, 2900.921855,   NaN
 -16,  996.591,   5.15,   0.00,   5.07,   0.09,   2.59,    NaN,   NaN, 2788.267275,   NaN
 -15,  996.722,   5.13,   0.01,   5.05,   0.09,   2.59,    NaN,   NaN, 2837.571729,   NaN
 -14,  996.623,   5.13,   0.00,   5.05,   0.09,   2.59,    NaN,   NaN, 2857.215561,   NaN
 -13,  996.722,   5.13,   0.01,   5.03,   0.09,   2.59,    NaN,   NaN, 2892.136843,   NaN
 -12,  996.689,   5.15,   0.00,   5.04,   0.10,   2.59,    NaN,   NaN, 2861.957040,   NaN
 -11,  996.591,   5.14,   0.00,   5.03,   0.10,   2.59,    NaN,   NaN, 2861.726130,   NaN
 -10,  996.328,   5.14,   0.01,   5.02,   0.11,   2.59,    NaN,   NaN, 2857.652466,   NaN
  -9,  995.639,   5.13,   0.00,   5.01,   0.11,   2.59,    NaN,   NaN, 2836.727570,   NaN
  -8,  995.179,   5.13,   0.00,   5.00,   0.12,   2.59,    NaN,   NaN, 2835.440290,   NaN
  -7,  994.982,   5.13,   0.01,   4.99,   0.12,   2.59,    NaN,   NaN, 2784.830677,   NaN
  -6,  994.523,   5.12,   0.01,   4.99,   0.12,   2.59,    NaN,   NaN, 2881.643509,   NaN
  -5,  994.260,   5.10,   0.02,   4.97,   0.12,   2.59,    NaN,   NaN, 2868.368136,   NaN
  -4,  994.063,   5.08,   0.03,   4.96,   0.12,   2.59,    NaN,   NaN, 2861.842600,   NaN
  -3,  993.702,   5.08,   0.03,   4.96,   0.12,   2.58,    NaN,   NaN, 2806.916064,   NaN
  -2,  993.800,   5.06,   0.04,   4.95,   0.13,   2.58,    NaN,   NaN, 2843.779040,   NaN
  -1,  993.571,   5.04,   0.04,   4.94,   0.13,   2.58,    NaN,   NaN, 2889.241513,   NaN
   0,  993.341,   5.04,   0.04,   4.94,   0.13,   2.58,    NaN,   NaN, 2795.941969,   NaN
   1,  993.275,   5.01,   0.05,   4.92,   0.13,   2.58,    NaN,   NaN, 2742.377932,   NaN
