Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  981.819,   4.08,   0.00,   4.21,   0.08,   1.25,    NaN,   NaN, 4043.503716,   NaN
 -59,  981.688,   4.09,   0.01,   4.21,   0.08,   1.25,    NaN,   NaN, 4106.348032,   NaN
 -58,  981.556,   4.07,   0.00,   4.20,   0.08,   1.25,    NaN,   NaN, 3928.523490,   NaN
 -57,  981.360,   4.08,   0.01,   4.20,   0.07,   1.25,    NaN,   NaN, 4119.561825,   NaN
 -56,  981.622,   4.08,   0.00,   4.20,   0.07,   1.25,    NaN,   NaN, 4112.455065,   NaN
 -55,  981.556,   4.09,   0.00,   4.20,   0.07,   1.25,    NaN,   NaN, 4103.873699,   NaN
 -54,  981.261,   4.10,   0.00,   4.21,   0.07,   1.26,    NaN,   NaN, 4160.235538,   NaN
 -53,  981.622,   4.09,   0.00,   4.20,   0.07,   1.26,    NaN,   NaN, 4113.987851,   NaN
 -52,  981.392,   4.11,   0.00,   4.21,   0.07,   1.26,    NaN,   NaN, 4064.833853,   NaN
 -51,  981.425,   4.10,   0.01,   4.20,   0.07,   1.26,    NaN,   NaN, 4038.816538,   NaN
 -50,  981.425,   4.10,   0.01,   4.20,   0.07,   1.26,    NaN,   NaN, 4012.573199,   NaN
 -49,  981.392,   4.11,   0.00,   4.20,   0.07,   1.26,    NaN,   NaN, 4060.682706,   NaN
 -48,  981.622,   4.12,   0.00,   4.20,   0.06,   1.26,    NaN,   NaN, 4103.082052,   NaN
 -47,  981.458,   4.10,   0.00,   4.19,   0.06,   1.26,    NaN,   NaN, 3988.787065,   NaN
 -46,  981.425,   4.11,   0.00,   4.19,   0.06,   1.26,    NaN,   NaN, 4121.575191,   NaN
 -45,  981.458,   4.11,   0.00,   4.18,   0.06,   1.26,    NaN,   NaN, 4066.645907,   NaN
 -44,  981.327,   4.12,   0.00,   4.19,   0.07,   1.26,    NaN,   NaN, 4067.254762,   NaN
 -43,  981.195,   4.13,   0.00,   4.19,   0.06,   1.25,    NaN,   NaN, 4067.954881,   NaN
 -42,  981.294,   4.12,   0.01,   4.17,   0.06,   1.25,    NaN,   NaN, 4067.328468,   NaN
 -41,  981.327,   4.13,   0.00,   4.17,   0.06,   1.25,    NaN,   NaN, 4066.069570,   NaN
 -40,  981.163,   4.12,   0.01,   4.17,   0.06,   1.25,    NaN,   NaN, 4056.727555,   NaN
 -39,  981.327,   4.12,   0.01,   4.16,   0.06,   1.25,    NaN,   NaN, 4062.771315,   NaN
 -38,  981.130,   4.13,   0.01,   4.16,   0.06,   1.25,    NaN,   NaN, 4067.097444,   NaN
 -37,  981.327,   4.13,   0.00,   4.16,   0.06,   1.25,    NaN,   NaN, 4097.247145,   NaN
 -36,  981.360,   4.14,   0.01,   4.17,   0.06,   1.25,    NaN,   NaN, 4126.410931,   NaN
 -35,  981.360,   4.13,   0.00,   4.16,   0.06,   1.25,    NaN,   NaN, 4005.489380,   NaN
 -34,  981.097,   4.15,   0.00,   4.16,   0.06,   1.25,    NaN,   NaN, 4106.602910,   NaN
 -33,  981.064,   4.15,   0.00,   4.15,   0.06,   1.25,    NaN,   NaN, 4106.402681,   NaN
 -32,  981.097,   4.15,   0.00,   4.15,   0.06,   1.25,    NaN,   NaN, 4049.463464,   NaN
 -31,  981.228,   4.14,   0.00,   4.15,   0.06,   1.25,    NaN,   NaN, 4045.619164,   NaN
 -30,  981.097,   4.15,   0.00,   4.15,   0.06,   1.25,    NaN,   NaN, 4027.974118,   NaN
 -29,  981.195,   4.14,   0.00,   4.15,   0.06,   1.24,    NaN,   NaN, 4027.392350,   NaN
 -28,  980.834,   4.14,   0.01,   4.14,   0.06,   1.24,    NaN,   NaN, 4067.660358,   NaN
 -27,  981.228,   4.17,   0.00,   4.15,   0.06,   1.24,    NaN,   NaN, 4095.592451,   NaN
 -26,  981.031,   4.16,   0.00,   4.13,   0.06,   1.24,    NaN,   NaN, 4071.918194,   NaN
 -25,  981.031,   4.17,   0.01,   4.14,   0.06,   1.24,    NaN,   NaN, 4048.655409,   NaN
 -24,  981.031,   4.17,   0.00,   4.12,   0.06,   1.24,    NaN,   NaN, 4088.433003,   NaN
 -23,  980.966,   4.16,   0.01,   4.12,   0.06,   1.24,    NaN,   NaN, 4105.964530,   NaN
 -22,  980.834,   4.17,   0.00,   4.12,   0.06,   1.24,    NaN,   NaN, 3996.975951,   NaN
 -21,  980.998,   4.16,   0.01,   4.10,   0.06,   1.24,    NaN,   NaN, 3997.933984,   NaN
 -20,  980.966,   4.15,   0.01,   4.09,   0.06,   1.24,    NaN,   NaN, 4022.114790,   NaN
 -19,  980.736,   4.17,   0.01,   4.09,   0.06,   1.24,    NaN,   NaN, 4045.034800,   NaN
 -18,  980.933,   4.16,   0.01,   4.09,   0.07,   1.24,    NaN,   NaN, 4042.611663,   NaN
 -17,  980.933,   4.16,   0.01,   4.08,   0.07,   1.24,    NaN,   NaN, 4042.604374,   NaN
 -16,  980.736,   4.17,   0.00,   4.08,   0.07,   1.24,    NaN,   NaN, 4041.673720,   NaN
 -15,  980.867,   4.17,   0.00,   4.08,   0.07,   1.24,    NaN,   NaN, 4034.294522,   NaN
 -14,  980.834,   4.17,   0.01,   4.07,   0.08,   1.24,    NaN,   NaN, 4001.508524,   NaN
 -13,  980.736,   4.17,   0.01,   4.06,   0.07,   1.24,    NaN,   NaN, 3968.584557,   NaN
 -12,  980.637,   4.16,   0.01,   4.06,   0.08,   1.24,    NaN,   NaN, 4006.679591,   NaN
 -11,  980.014,   4.17,   0.01,   4.06,   0.08,   1.24,    NaN,   NaN, 4023.783481,   NaN
 -10,  979.521,   4.16,   0.00,   4.03,   0.08,   1.24,    NaN,   NaN, 4033.003824,   NaN
  -9,  979.193,   4.16,   0.02,   4.03,   0.08,   1.24,    NaN,   NaN, 4042.686012,   NaN
  -8,  978.832,   4.15,   0.03,   4.02,   0.09,   1.24,    NaN,   NaN, 3869.559279,   NaN
  -7,  978.143,   4.11,   0.02,   4.00,   0.09,   1.24,    NaN,   NaN, 3944.224132,   NaN
  -6,  978.044,   4.12,   0.03,   4.00,   0.09,   1.24,    NaN,   NaN, 3963.034969,   NaN
  -5,  977.880,   4.11,   0.03,   3.99,   0.09,   1.24,    NaN,   NaN, 3981.918733,   NaN
  -4,  977.552,   4.08,   0.04,   3.99,   0.09,   1.24,    NaN,   NaN, 4131.508492,   NaN
  -3,  977.453,   4.06,   0.05,   3.96,   0.09,   1.23,    NaN,   NaN, 3960.017885,   NaN
  -2,  977.191,   4.04,   0.05,   3.96,   0.09,   1.23,    NaN,   NaN, 4007.293363,   NaN
  -1,  976.994,   4.03,   0.05,   3.96,   0.10,   1.22,    NaN,   NaN, 4006.623541,   NaN
   0,  976.764,   4.00,   0.05,   3.92,   0.09,   1.22,    NaN,   NaN, 4006.125574,   NaN
   1,  976.698,   3.98,   0.05,   3.92,   0.09,   1.21,    NaN,   NaN, 3986.616249,   NaN
