Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  997.247,   4.19,   0.00,   4.26,   0.07,   1.47,    NaN,   NaN, 579.684360,   NaN
 -59,  997.247,   4.19,   0.01,   4.24,   0.07,   1.47,    NaN,   NaN, 607.143469,   NaN
 -58,  997.378,   4.20,   0.00,   4.24,   0.07,   1.47,    NaN,   NaN, 558.963351,   NaN
 -57,  997.378,   4.20,   0.00,   4.23,   0.07,   1.47,    NaN,   NaN, 645.315364,   NaN
 -56,  997.149,   4.20,   0.01,   4.23,   0.07,   1.47,    NaN,   NaN, 579.017282,   NaN
 -55,  997.280,   4.20,   0.01,   4.23,   0.07,   1.47,    NaN,   NaN, 607.412358,   NaN
 -54,  997.280,   4.21,   0.00,   4.23,   0.07,   1.47,    NaN,   NaN, 562.378558,   NaN
 -53,  997.247,   4.21,   0.00,   4.23,   0.07,   1.47,    NaN,   NaN, 631.395395,   NaN
 -52,  997.313,   4.21,   0.00,   4.22,   0.07,   1.47,    NaN,   NaN, 579.600333,   NaN
 -51,  997.181,   4.22,   0.00,   4.23,   0.07,   1.47,    NaN,   NaN, 591.535148,   NaN
 -50,  997.346,   4.22,   0.01,   4.22,   0.08,   1.47,    NaN,   NaN, 593.758466,   NaN
 -49,  997.149,   4.22,   0.01,   4.22,   0.08,   1.47,    NaN,   NaN, 580.706056,   NaN
 -48,  997.050,   4.21,   0.01,   4.21,   0.08,   1.47,    NaN,   NaN, 580.663452,   NaN
 -47,  997.247,   4.23,   0.00,   4.22,   0.07,   1.47,    NaN,   NaN, 608.490367,   NaN
 -46,  997.116,   4.23,   0.00,   4.22,   0.08,   1.47,    NaN,   NaN, 608.396323,   NaN
 -45,  997.116,   4.22,   0.01,   4.22,   0.08,   1.47,    NaN,   NaN, 591.973589,   NaN
 -44,  997.149,   4.22,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 581.209283,   NaN
 -43,  997.083,   4.22,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 614.836950,   NaN
 -42,  997.083,   4.22,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 598.305740,   NaN
 -41,  996.722,   4.22,   0.00,   4.21,   0.07,   1.47,    NaN,   NaN, 586.060853,   NaN
 -40,  997.017,   4.22,   0.00,   4.20,   0.07,   1.47,    NaN,   NaN, 598.030791,   NaN
 -39,  996.755,   4.23,   0.01,   4.22,   0.07,   1.47,    NaN,   NaN, 585.433690,   NaN
 -38,  997.083,   4.22,   0.01,   4.20,   0.07,   1.47,    NaN,   NaN, 571.598619,   NaN
 -37,  996.984,   4.23,   0.00,   4.21,   0.07,   1.47,    NaN,   NaN, 589.481227,   NaN
 -36,  996.886,   4.22,   0.01,   4.21,   0.06,   1.47,    NaN,   NaN, 569.798600,   NaN
 -35,  997.050,   4.23,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 606.614259,   NaN
 -34,  996.952,   4.23,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 593.490047,   NaN
 -33,  996.820,   4.24,   0.01,   4.21,   0.07,   1.47,    NaN,   NaN, 593.392951,   NaN
 -32,  996.952,   4.24,   0.00,   4.20,   0.07,   1.47,    NaN,   NaN, 596.749559,   NaN
 -31,  996.952,   4.23,   0.01,   4.20,   0.07,   1.47,    NaN,   NaN, 596.762897,   NaN
 -30,  996.919,   4.24,   0.00,   4.20,   0.07,   1.47,    NaN,   NaN, 595.569248,   NaN
 -29,  996.853,   4.24,   0.00,   4.19,   0.07,   1.47,    NaN,   NaN, 558.168203,   NaN
 -28,  997.050,   4.23,   0.01,   4.18,   0.07,   1.46,    NaN,   NaN, 581.857021,   NaN
 -27,  996.787,   4.24,   0.01,   4.18,   0.08,   1.46,    NaN,   NaN, 579.386001,   NaN
 -26,  996.623,   4.24,   0.01,   4.18,   0.08,   1.46,    NaN,   NaN, 585.621037,   NaN
 -25,  996.394,   4.24,   0.01,   4.18,   0.08,   1.46,    NaN,   NaN, 621.056908,   NaN
 -24,  996.820,   4.24,   0.01,   4.17,   0.08,   1.46,    NaN,   NaN, 589.458862,   NaN
 -23,  996.787,   4.24,   0.01,   4.18,   0.08,   1.46,    NaN,   NaN, 586.329588,   NaN
 -22,  996.820,   4.24,   0.01,   4.17,   0.08,   1.46,    NaN,   NaN, 588.372815,   NaN
 -21,  996.459,   4.23,   0.01,   4.15,   0.08,   1.46,    NaN,   NaN, 619.848994,   NaN
 -20,  996.689,   4.24,   0.02,   4.16,   0.09,   1.47,    NaN,   NaN, 627.181726,   NaN
 -19,  996.591,   4.25,   0.01,   4.16,   0.09,   1.47,    NaN,   NaN, 608.896180,   NaN
 -18,  996.558,   4.24,   0.01,   4.14,   0.09,   1.47,    NaN,   NaN, 569.405585,   NaN
 -17,  996.361,   4.24,   0.01,   4.15,   0.09,   1.47,    NaN,   NaN, 569.299900,   NaN
 -16,  996.459,   4.24,   0.01,   4.14,   0.10,   1.47,    NaN,   NaN, 567.314284,   NaN
 -15,  996.591,   4.24,   0.02,   4.13,   0.09,   1.47,    NaN,   NaN, 567.408572,   NaN
 -14,  996.394,   4.23,   0.01,   4.13,   0.09,   1.46,    NaN,   NaN, 588.995376,   NaN
 -13,  996.591,   4.24,   0.01,   4.14,   0.09,   1.46,    NaN,   NaN, 595.467355,   NaN
 -12,  996.525,   4.25,   0.01,   4.14,   0.09,   1.46,    NaN,   NaN, 595.557722,   NaN
 -11,  996.361,   4.24,   0.01,   4.13,   0.09,   1.46,    NaN,   NaN, 574.147878,   NaN
 -10,  996.591,   4.25,   0.01,   4.14,   0.09,   1.46,    NaN,   NaN, 590.454085,   NaN
  -9,  996.361,   4.23,   0.01,   4.12,   0.09,   1.46,    NaN,   NaN, 616.521535,   NaN
  -8,  996.492,   4.23,   0.01,   4.12,   0.09,   1.46,    NaN,   NaN, 550.010719,   NaN
  -7,  996.656,   4.25,   0.02,   4.13,   0.08,   1.46,    NaN,   NaN, 639.183440,   NaN
  -6,  996.328,   4.24,   0.02,   4.11,   0.09,   1.46,    NaN,   NaN, 586.232261,   NaN
  -5,  996.492,   4.24,   0.01,   4.12,   0.09,   1.46,    NaN,   NaN, 605.189095,   NaN
  -4,  996.525,   4.24,   0.01,   4.12,   0.09,   1.46,    NaN,   NaN, 603.213334,   NaN
  -3,  996.295,   4.25,   0.01,   4.11,   0.09,   1.46,    NaN,   NaN, 588.155919,   NaN
  -2,  996.361,   4.24,   0.01,   4.11,   0.08,   1.46,    NaN,   NaN, 616.728487,   NaN
  -1,  995.934,   4.23,   0.02,   4.09,   0.09,   1.45,    NaN,   NaN, 587.309293,   NaN
   0,  995.704,   4.24,   0.01,   4.09,   0.09,   1.45,    NaN,   NaN, 586.538068,   NaN
   1,  995.212,   4.23,   0.01,   4.08,   0.09,   1.45,    NaN,   NaN, 571.745917,   NaN
   2,  994.884,   4.23,   0.02,   4.07,   0.09,   1.45,    NaN,   NaN, 571.556131,   NaN
   3,  994.326,   4.22,   0.02,   4.06,   0.10,   1.45,    NaN,   NaN, 623.709241,   NaN
