Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  960.482,   2.88,   0.07,   3.13,   0.12,   1.02,    NaN,   NaN, 2913.033664,   NaN
 -59,  960.417,   2.88,   0.08,   3.13,   0.12,   1.02,    NaN,   NaN, 2886.707897,   NaN
 -58,  960.351,   2.89,   0.08,   3.13,   0.12,   1.02,    NaN,   NaN, 2969.999488,   NaN
 -57,  959.990,   2.89,   0.08,   3.12,   0.12,   1.02,    NaN,   NaN, 2965.019363,   NaN
 -56,  960.548,   2.89,   0.08,   3.12,   0.12,   1.02,    NaN,   NaN, 2884.631321,   NaN
 -55,  960.450,   2.90,   0.07,   3.12,   0.12,   1.02,    NaN,   NaN, 2958.959898,   NaN
 -54,  960.482,   2.90,   0.08,   3.12,   0.12,   1.02,    NaN,   NaN, 2859.577180,   NaN
 -53,  960.417,   2.91,   0.08,   3.12,   0.12,   1.02,    NaN,   NaN, 2934.299112,   NaN
 -52,  960.286,   2.91,   0.08,   3.12,   0.13,   1.02,    NaN,   NaN, 2984.876369,   NaN
 -51,  960.482,   2.91,   0.07,   3.11,   0.13,   1.02,    NaN,   NaN, 2908.373595,   NaN
 -50,  960.384,   2.92,   0.07,   3.12,   0.13,   1.02,    NaN,   NaN, 2850.190185,   NaN
 -49,  960.384,   2.91,   0.08,   3.12,   0.13,   1.02,    NaN,   NaN, 2850.193799,   NaN
 -48,  960.384,   2.92,   0.08,   3.11,   0.13,   1.02,    NaN,   NaN, 2832.992895,   NaN
 -47,  960.253,   2.93,   0.07,   3.12,   0.13,   1.02,    NaN,   NaN, 2905.876311,   NaN
 -46,  960.089,   2.95,   0.09,   3.11,   0.13,   1.02,    NaN,   NaN, 2933.559546,   NaN
 -45,  960.515,   2.95,   0.07,   3.11,   0.13,   1.02,    NaN,   NaN, 2995.257766,   NaN
 -44,  960.351,   2.95,   0.07,   3.11,   0.13,   1.02,    NaN,   NaN, 2940.635941,   NaN
 -43,  960.187,   2.96,   0.08,   3.12,   0.13,   1.02,    NaN,   NaN, 3006.012663,   NaN
 -42,  960.187,   2.95,   0.08,   3.12,   0.13,   1.03,    NaN,   NaN, 2933.697934,   NaN
 -41,  960.220,   2.96,   0.08,   3.12,   0.13,   1.03,    NaN,   NaN, 2926.390353,   NaN
 -40,  960.154,   2.94,   0.07,   3.11,   0.13,   1.03,    NaN,   NaN, 2966.445092,   NaN
 -39,  960.253,   2.94,   0.07,   3.11,   0.13,   1.03,    NaN,   NaN, 2885.387085,   NaN
 -38,  960.187,   2.97,   0.07,   3.13,   0.13,   1.03,    NaN,   NaN, 2955.069089,   NaN
 -37,  960.121,   2.97,   0.06,   3.12,   0.13,   1.03,    NaN,   NaN, 2989.169827,   NaN
 -36,  960.318,   2.98,   0.06,   3.12,   0.13,   1.03,    NaN,   NaN, 2857.850907,   NaN
 -35,  960.089,   2.98,   0.06,   3.12,   0.13,   1.03,    NaN,   NaN, 2975.973995,   NaN
 -34,  959.957,   2.99,   0.06,   3.13,   0.13,   1.03,    NaN,   NaN, 2862.271933,   NaN
 -33,  960.089,   3.00,   0.05,   3.13,   0.13,   1.03,    NaN,   NaN, 2862.617813,   NaN
 -32,  960.187,   3.00,   0.05,   3.13,   0.13,   1.03,    NaN,   NaN, 2988.079237,   NaN
 -31,  960.023,   3.00,   0.05,   3.14,   0.12,   1.03,    NaN,   NaN, 2871.144061,   NaN
 -30,  960.023,   2.99,   0.05,   3.13,   0.12,   1.03,    NaN,   NaN, 2894.023833,   NaN
 -29,  960.056,   3.00,   0.06,   3.15,   0.12,   1.02,    NaN,   NaN, 2850.983983,   NaN
 -28,  960.121,   2.97,   0.07,   3.15,   0.12,   1.02,    NaN,   NaN, 2920.621460,   NaN
 -27,  960.286,   2.97,   0.07,   3.15,   0.12,   1.02,    NaN,   NaN, 2951.516909,   NaN
 -26,  960.089,   2.98,   0.07,   3.17,   0.12,   1.02,    NaN,   NaN, 2941.320353,   NaN
 -25,  959.892,   2.97,   0.07,   3.17,   0.12,   1.02,    NaN,   NaN, 3011.759678,   NaN
 -24,  959.990,   2.96,   0.07,   3.18,   0.13,   1.02,    NaN,   NaN, 2849.503682,   NaN
 -23,  959.957,   2.98,   0.07,   3.20,   0.14,   1.02,    NaN,   NaN, 2910.732958,   NaN
 -22,  959.924,   2.96,   0.08,   3.20,   0.14,   1.02,    NaN,   NaN, 2944.441140,   NaN
 -21,  960.023,   2.97,   0.07,   3.21,   0.15,   1.02,    NaN,   NaN, 2996.666306,   NaN
 -20,  959.957,   2.98,   0.07,   3.23,   0.16,   1.02,    NaN,   NaN, 2915.802460,   NaN
 -19,  960.023,   2.98,   0.07,   3.23,   0.16,   1.02,    NaN,   NaN, 2923.522682,   NaN
 -18,  959.793,   2.98,   0.07,   3.24,   0.17,   1.01,    NaN,   NaN, 2900.777900,   NaN
 -17,  959.957,   3.00,   0.08,   3.25,   0.17,   1.01,    NaN,   NaN, 2901.096828,   NaN
 -16,  959.793,   2.99,   0.08,   3.24,   0.18,   1.01,    NaN,   NaN, 2843.944455,   NaN
 -15,  959.695,   3.00,   0.07,   3.26,   0.18,   1.01,    NaN,   NaN, 2986.265899,   NaN
 -14,  959.695,   3.00,   0.08,   3.25,   0.19,   1.01,    NaN,   NaN, 2930.591003,   NaN
 -13,  959.563,   2.99,   0.08,   3.26,   0.19,   1.02,    NaN,   NaN, 2859.860701,   NaN
 -12,  959.728,   3.00,   0.10,   3.25,   0.19,   1.02,    NaN,   NaN, 2916.364190,   NaN
 -11,  959.629,   2.99,   0.10,   3.24,   0.19,   1.01,    NaN,   NaN, 2991.024040,   NaN
 -10,  959.990,   3.01,   0.09,   3.26,   0.19,   1.02,    NaN,   NaN, 2872.189235,   NaN
  -9,  959.793,   3.01,   0.09,   3.26,   0.19,   1.01,    NaN,   NaN, 2935.672590,   NaN
  -8,  959.924,   3.00,   0.10,   3.25,   0.19,   1.02,    NaN,   NaN, 2922.915741,   NaN
  -7,  959.826,   3.01,   0.10,   3.25,   0.18,   1.02,    NaN,   NaN, 2919.197467,   NaN
