Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  991.437,   6.38,   0.02,   6.19,   0.08,   3.83,    NaN,   NaN, 6973.290394,   NaN
 -59,  991.601,   6.38,   0.02,   6.20,   0.08,   3.83,    NaN,   NaN, 6961.528708,   NaN
 -58,  991.601,   6.38,   0.02,   6.19,   0.08,   3.83,    NaN,   NaN, 6984.025084,   NaN
 -57,  991.371,   6.38,   0.02,   6.19,   0.08,   3.83,    NaN,   NaN, 6903.923092,   NaN
 -56,  991.765,   6.38,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 6957.716384,   NaN
 -55,  991.404,   6.38,   0.03,   6.20,   0.07,   3.83,    NaN,   NaN, 6849.893355,   NaN
 -54,  991.404,   6.38,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 7033.026209,   NaN
 -53,  991.470,   6.38,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 6937.809820,   NaN
 -52,  991.371,   6.36,   0.02,   6.19,   0.07,   3.83,    NaN,   NaN, 7166.691693,   NaN
 -51,  991.273,   6.38,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 7060.511061,   NaN
 -50,  991.371,   6.37,   0.01,   6.19,   0.07,   3.83,    NaN,   NaN, 6970.808655,   NaN
 -49,  991.207,   6.37,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 6883.053084,   NaN
 -48,  991.043,   6.36,   0.02,   6.19,   0.07,   3.83,    NaN,   NaN, 6982.691115,   NaN
 -47,  991.503,   6.37,   0.02,   6.21,   0.07,   3.83,    NaN,   NaN, 6985.661241,   NaN
 -46,  991.404,   6.37,   0.02,   6.20,   0.07,   3.83,    NaN,   NaN, 6965.573322,   NaN
 -45,  991.273,   6.36,   0.02,   6.19,   0.07,   3.82,    NaN,   NaN, 6951.918111,   NaN
 -44,  991.141,   6.35,   0.03,   6.20,   0.07,   3.82,    NaN,   NaN, 6908.498314,   NaN
 -43,  991.076,   6.35,   0.01,   6.19,   0.07,   3.82,    NaN,   NaN, 6862.390951,   NaN
 -42,  991.240,   6.36,   0.02,   6.19,   0.07,   3.82,    NaN,   NaN, 7123.094643,   NaN
