Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  975.517,  -0.41,   0.12,  -1.76,   0.14,  -2.74,  -2.42, 892.010982, 1005.819994,   NaN
 -59,  975.615,  -0.42,   0.12,  -1.77,   0.14,  -2.74,  -2.42, 956.143885, 1000.036359,   NaN
 -58,  975.615,  -0.42,   0.13,  -1.77,   0.14,  -2.74,  -2.42, 871.186921, 984.773650,   NaN
 -57,  975.746,  -0.41,   0.13,  -1.76,   0.14,  -2.74,  -2.42, 916.695627, 984.875407,   NaN
 -56,  975.418,  -0.45,   0.13,  -1.78,   0.14,  -2.73,  -2.42, 882.163624, 1012.792058,   NaN
 -55,  975.549,  -0.44,   0.13,  -1.78,   0.15,  -2.73,  -2.41, 923.854169, 1012.890503,   NaN
 -54,  975.582,  -0.45,   0.13,  -1.78,   0.14,  -2.73,  -2.41, 930.697171, 1025.039973,   NaN
 -53,  975.287,  -0.45,   0.13,  -1.78,   0.14,  -2.73,  -2.41, 944.745639, 1005.152244,   NaN
 -52,  975.484,  -0.47,   0.12,  -1.80,   0.15,  -2.73,  -2.41, 900.863419, 1017.961899,   NaN
 -51,  975.615,  -0.47,   0.12,  -1.79,   0.14,  -2.72,  -2.41, 904.710568, 1042.125131,   NaN
 -50,  975.615,  -0.47,   0.12,  -1.80,   0.15,  -2.72,  -2.40, 892.804681, 985.708125,   NaN
 -49,  975.517,  -0.48,   0.12,  -1.79,   0.15,  -2.72,  -2.40, 942.417416, 1037.571051,   NaN
 -48,  975.713,  -0.48,   0.12,  -1.79,   0.15,  -2.72,  -2.40, 942.607636, 1005.852592,   NaN
 -47,  975.648,  -0.48,   0.12,  -1.79,   0.14,  -2.72,  -2.40, 936.570906, 994.284238,   NaN
 -46,  975.549,  -0.49,   0.12,  -1.79,   0.14,  -2.72,  -2.40, 944.357136, 1052.799466,   NaN
 -45,  975.451,  -0.49,   0.13,  -1.79,   0.14,  -2.71,  -2.40, 934.051684, 1042.336431,   NaN
