Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.016,   5.38,   0.02,   5.22,   0.11,   3.03,    NaN,   NaN, 4558.427270,   NaN
 -59,  982.049,   5.37,   0.02,   5.22,   0.10,   3.03,    NaN,   NaN, 4596.003532,   NaN
 -58,  982.311,   5.37,   0.02,   5.23,   0.10,   3.03,    NaN,   NaN, 4620.116677,   NaN
 -57,  981.950,   5.37,   0.02,   5.24,   0.10,   3.03,    NaN,   NaN, 4544.654906,   NaN
 -56,  982.082,   5.36,   0.03,   5.25,   0.11,   3.03,    NaN,   NaN, 4661.539298,   NaN
 -55,  982.246,   5.35,   0.02,   5.25,   0.11,   3.03,    NaN,   NaN, 4651.404701,   NaN
 -54,  982.213,   5.35,   0.03,   5.27,   0.12,   3.03,    NaN,   NaN, 4552.266216,   NaN
 -53,  982.115,   5.36,   0.02,   5.27,   0.12,   3.02,    NaN,   NaN, 4630.714760,   NaN
 -52,  981.918,   5.35,   0.03,   5.29,   0.13,   3.02,    NaN,   NaN, 4734.726015,   NaN
 -51,  981.819,   5.36,   0.02,   5.29,   0.14,   3.02,    NaN,   NaN, 4734.101950,   NaN
 -50,  982.049,   5.34,   0.02,   5.30,   0.15,   3.02,    NaN,   NaN, 4650.799922,   NaN
 -49,  981.918,   5.34,   0.02,   5.30,   0.15,   3.02,    NaN,   NaN, 4685.340735,   NaN
 -48,  982.147,   5.35,   0.03,   5.32,   0.16,   3.02,    NaN,   NaN, 4701.733615,   NaN
 -47,  982.016,   5.34,   0.02,   5.31,   0.17,   3.02,    NaN,   NaN, 4661.539602,   NaN
 -46,  982.082,   5.35,   0.03,   5.32,   0.18,   3.02,    NaN,   NaN, 4627.868507,   NaN
 -45,  982.147,   5.35,   0.02,   5.33,   0.18,   3.02,    NaN,   NaN, 4694.381173,   NaN
 -44,  981.885,   5.36,   0.02,   5.34,   0.19,   3.02,    NaN,   NaN, 4660.714068,   NaN
 -43,  981.786,   5.34,   0.02,   5.33,   0.19,   3.02,    NaN,   NaN, 4616.012139,   NaN
 -42,  981.753,   5.36,   0.02,   5.34,   0.19,   3.02,    NaN,   NaN, 4610.965793,   NaN
 -41,  981.786,   5.35,   0.02,   5.34,   0.19,   3.02,    NaN,   NaN, 4618.016342,   NaN
 -40,  982.016,   5.33,   0.02,   5.33,   0.19,   3.02,    NaN,   NaN, 4670.677472,   NaN
 -39,  981.589,   5.34,   0.02,   5.33,   0.19,   3.02,    NaN,   NaN, 4602.066326,   NaN
 -38,  981.852,   5.33,   0.02,   5.33,   0.19,   3.02,    NaN,   NaN, 4542.673679,   NaN
 -37,  981.753,   5.33,   0.02,   5.33,   0.19,   3.02,    NaN,   NaN, 4638.790880,   NaN
 -36,  981.491,   5.32,   0.02,   5.32,   0.19,   3.02,    NaN,   NaN, 4637.699141,   NaN
