Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -23,  983.362,   4.39,   0.01,   4.34,   0.08,   1.66,    NaN,   NaN, 2902.559550,   NaN
 -22,  983.395,   4.39,   0.02,   4.35,   0.09,   1.66,    NaN,   NaN, 3004.115167,   NaN
 -21,  983.460,   4.39,   0.02,   4.36,   0.10,   1.66,    NaN,   NaN, 2940.036481,   NaN
 -20,  983.165,   4.38,   0.02,   4.36,   0.10,   1.66,    NaN,   NaN, 2996.961414,   NaN
 -19,  983.132,   4.37,   0.02,   4.36,   0.11,   1.66,    NaN,   NaN, 2927.711279,   NaN
 -18,  983.034,   4.39,   0.01,   4.37,   0.11,   1.66,    NaN,   NaN, 2896.351124,   NaN
 -17,  983.165,   4.39,   0.01,   4.38,   0.12,   1.66,    NaN,   NaN, 2925.959294,   NaN
 -16,  983.132,   4.38,   0.01,   4.37,   0.12,   1.66,    NaN,   NaN, 2926.012966,   NaN
 -15,  983.165,   4.39,   0.01,   4.39,   0.13,   1.66,    NaN,   NaN, 2884.249529,   NaN
 -14,  983.132,   4.39,   0.01,   4.39,   0.13,   1.66,    NaN,   NaN, 2861.740075,   NaN
 -13,  983.132,   4.39,   0.02,   4.40,   0.13,   1.66,    NaN,   NaN, 2952.895112,   NaN
 -12,  983.132,   4.37,   0.01,   4.38,   0.13,   1.65,    NaN,   NaN, 2954.832829,   NaN
 -11,  983.263,   4.38,   0.01,   4.39,   0.13,   1.66,    NaN,   NaN, 2912.277222,   NaN
 -10,  982.738,   4.38,   0.02,   4.38,   0.13,   1.66,    NaN,   NaN, 2943.779453,   NaN
  -9,  983.066,   4.38,   0.01,   4.39,   0.13,   1.66,    NaN,   NaN, 2929.266406,   NaN
  -8,  983.034,   4.38,   0.02,   4.38,   0.13,   1.66,    NaN,   NaN, 2992.152464,   NaN
  -7,  982.870,   4.37,   0.01,   4.36,   0.12,   1.66,    NaN,   NaN, 2939.518687,   NaN
  -6,  983.034,   4.38,   0.02,   4.36,   0.11,   1.66,    NaN,   NaN, 2888.771924,   NaN
  -5,  983.066,   4.38,   0.01,   4.34,   0.10,   1.66,    NaN,   NaN, 2900.915314,   NaN
  -4,  982.738,   4.37,   0.02,   4.33,   0.09,   1.66,    NaN,   NaN, 2954.839385,   NaN
  -3,  982.771,   4.37,   0.01,   4.31,   0.07,   1.66,    NaN,   NaN, 2954.887431,   NaN
  -2,  982.870,   4.38,   0.02,   4.30,   0.07,   1.66,    NaN,   NaN, 2880.341562,   NaN
  -1,  982.673,   4.36,   0.02,   4.25,   0.06,   1.66,    NaN,   NaN, 2878.746302,   NaN
   0,  982.738,   4.38,   0.02,   4.22,   0.06,   1.66,    NaN,   NaN, 2878.684624,   NaN
   1,  982.082,   4.37,   0.01,   4.18,   0.08,   1.66,    NaN,   NaN, 2933.609943,   NaN
   2,  980.900,   4.36,   0.02,   4.12,   0.10,   1.65,    NaN,   NaN, 2851.338002,   NaN
   3,  979.423,   4.34,   0.02,   4.07,   0.14,   1.65,    NaN,   NaN, 2820.132550,   NaN
   4,  978.208,   4.34,   0.02,   4.07,   0.14,   1.65,    NaN,   NaN, 2867.630322,   NaN
   5,  976.731,   4.31,   0.03,   4.01,   0.17,   1.65,    NaN,   NaN, 2896.008990,   NaN
   6,  975.549,   4.27,   0.05,   3.95,   0.20,   1.64,    NaN,   NaN, 2920.118792,   NaN
   7,  974.827,   4.22,   0.07,   3.88,   0.24,   1.64,    NaN,   NaN, 2840.629815,   NaN
   8,  973.383,   4.16,   0.09,   3.82,   0.28,   1.63,    NaN,   NaN, 2823.118186,   NaN
   9,  972.300,   4.12,   0.10,   3.73,   0.32,   1.63,    NaN,   NaN, 2876.562251,   NaN
  10,  970.888,   4.07,   0.12,   3.66,   0.35,   1.63,    NaN,   NaN, 2861.901414,   NaN
  11,  969.838,   4.04,   0.14,   3.60,   0.38,   1.62,    NaN,   NaN, 2819.115654,   NaN
  12,  968.722,   3.96,   0.17,   3.54,   0.40,   1.59,    NaN,   NaN, 2812.591995,   NaN
  13,  967.474,   3.87,   0.18,   3.47,   0.41,   1.47,    NaN,   NaN, 2803.643573,   NaN
  14,  966.391,   3.81,   0.20,   3.42,   0.42,   1.46,    NaN,   NaN, 2805.218019,   NaN
  15,  965.341,   3.72,   0.22,   3.37,   0.42,   1.46,    NaN,   NaN, 2739.372120,   NaN
  16,  964.225,   3.66,   0.23,   3.32,   0.43,   1.45,    NaN,   NaN, 2794.960877,   NaN
  17,  963.010,   3.59,   0.24,   3.26,   0.44,   1.44,    NaN,   NaN, 2792.144518,   NaN
  18,  961.828,   3.48,   0.24,   3.21,   0.44,   1.43,    NaN,   NaN, 2777.547265,   NaN
  19,  960.778,   3.39,   0.25,   3.16,   0.45,   1.43,    NaN,   NaN, 2792.105653,   NaN
  20,  959.662,   3.30,   0.27,   3.09,   0.46,   1.42,    NaN,   NaN, 2757.726573,   NaN
  21,  958.841,   3.22,   0.26,   3.03,   0.48,   1.29,    NaN,   NaN, 2803.319000,   NaN
  22,  957.495,   3.22,   0.26,   3.03,   0.48,   1.29,    NaN,   NaN, 2757.546103,   NaN
  23,  956.346,   3.14,   0.28,   2.96,   0.50,   1.29,    NaN,   NaN, 2772.670123,   NaN
  24,  955.296,   3.07,   0.28,   2.88,   0.53,   1.28,    NaN,   NaN, 2771.791932,   NaN
  25,  954.311,   2.99,   0.29,   2.79,   0.55,   1.28,    NaN,   NaN, 2737.529149,   NaN
  26,  953.458,   2.92,   0.30,   2.71,   0.58,   1.27,    NaN,   NaN, 2764.400785,   NaN
  27,  952.211,   2.86,   0.31,   2.61,   0.62,   1.26,    NaN,   NaN, 2749.229291,   NaN
  28,  950.898,   2.79,   0.31,   2.51,   0.64,   1.25,    NaN,   NaN, 2705.594243,   NaN
  29,  950.044,   2.72,   0.30,   2.41,   0.66,   1.24,    NaN,   NaN, 2710.030036,   NaN
  30,  948.862,   2.63,   0.31,   2.33,   0.67,   1.24,    NaN,   NaN, 2729.752136,   NaN
  31,  947.812,   2.52,   0.31,   2.23,   0.67,   1.23,    NaN,   NaN, 2769.423851,   NaN
  32,  946.860,   2.46,   0.31,   2.17,   0.66,   1.22,    NaN,   NaN, 2722.226127,   NaN
  33,  945.875,   2.40,   0.30,   2.10,   0.64,   1.21,    NaN,   NaN, 2720.052105,   NaN
  34,  944.923,   2.30,   0.31,   2.02,   0.62,   1.19,    NaN,   NaN, 2687.778825,   NaN
  35,  943.577,   2.22,   0.32,   1.94,   0.61,   1.18,    NaN,   NaN, 2724.827330,   NaN
  36,  942.527,   2.15,   0.32,   1.88,   0.60,   1.17,    NaN,   NaN, 2680.577998,   NaN
  37,  941.313,   2.07,   0.32,   1.83,   0.60,   1.04,    NaN,   NaN, 2712.569784,   NaN
  38,  940.393,   2.01,   0.32,   1.77,   0.60,   1.04,    NaN,   NaN, 2706.032011,   NaN
  39,  939.310,   2.01,   0.32,   1.77,   0.60,   1.04,    NaN,   NaN, 2740.227536,   NaN
  40,  938.227,   1.98,   0.32,   1.72,   0.61,   1.03,    NaN,   NaN, 2654.417339,   NaN
  41,  937.570,   1.92,   0.32,   1.66,   0.63,   1.02,    NaN,   NaN, 2689.357258,   NaN
  42,  936.356,   1.85,   0.31,   1.60,   0.64,   1.02,    NaN,   NaN, 2692.511116,   NaN
  43,  935.535,   1.77,   0.31,   1.53,   0.66,   1.02,    NaN,   NaN, 2662.825684,   NaN
  44,  934.321,   1.70,   0.32,   1.47,   0.67,   1.01,    NaN,   NaN, 2673.890310,   NaN
  45,  933.533,   1.63,   0.33,   1.40,   0.68,   0.99,    NaN,   NaN, 2731.031298,   NaN
  46,  932.318,   1.57,   0.33,   1.32,   0.70,   0.98,    NaN,   NaN, 2739.958733,   NaN
  47,  931.498,   1.50,   0.32,   1.24,   0.71,   0.84,    NaN,   NaN, 2675.333601,   NaN
  48,  930.382,   1.41,   0.33,   1.14,   0.72,   0.84,    NaN,   NaN, 2644.561364,   NaN
  49,  929.462,   1.34,   0.33,   1.05,   0.74,   0.83,    NaN,   NaN, 2642.629839,   NaN
  50,  928.511,   1.25,   0.33,   0.94,   0.76,   0.83,    NaN,   NaN, 2714.895030,   NaN
  51,  927.592,   1.20,   0.32,   0.84,   0.77,   0.82,    NaN,   NaN, 2687.808671,   NaN
  52,  926.541,   1.13,   0.32,   0.75,   0.78,   0.81,    NaN,   NaN, 2704.966720,   NaN
  53,  925.688,   1.05,   0.32,   0.66,   0.77,   0.81,    NaN,   NaN, 2681.963486,   NaN
  54,  924.604,   0.97,   0.32,   0.55,   0.75,   0.80,    NaN,   NaN, 2623.277118,   NaN
  55,  923.620,   0.92,   0.30,   0.46,   0.73,   0.67,    NaN,   NaN, 2713.908541,   NaN
  56,  922.438,   0.88,   0.28,   0.39,   0.70,   0.66,    NaN,   NaN, 2647.879852,   NaN
  57,  921.749,   0.88,   0.28,   0.39,   0.70,   0.66,    NaN,   NaN, 2677.071811,   NaN
  58,  920.567,   0.81,   0.28,   0.31,   0.67,   0.65,    NaN,   NaN, 2631.961074,   NaN
  59,  919.681,   0.74,   0.29,   0.24,   0.65,   0.65,    NaN,   NaN, 2661.686377,   NaN
  60,  918.532,   0.67,   0.28,   0.18,   0.62,   0.64,    NaN,   NaN, 2665.077606,   NaN
  61,  917.580,   0.61,   0.29,   0.12,   0.62,   0.63,    NaN,   NaN, 2671.130178,   NaN
  62,  916.858,   0.55,   0.28,   0.08,   0.62,   0.62,    NaN,   NaN, 2661.345638,   NaN
  63,  915.676,   0.50,   0.29,   0.03,   0.62,   0.61,    NaN,   NaN, 2610.656579,   NaN
  64,  914.822,   0.45,   0.28,  -0.03,   0.62,   0.55,    NaN,   NaN, 2727.761226,   NaN
  65,  913.772,   0.41,   0.27,  -0.08,   0.63,   0.48,    NaN,   NaN, 2725.042045,   NaN
  66,  913.116,   0.33,   0.28,  -0.14,   0.63,   0.48,    NaN,   NaN, 2608.203427,   NaN
  67,  911.934,   0.29,   0.27,  -0.20,   0.64,   0.47,    NaN,   NaN, 2604.364273,   NaN
  68,  911.048,   0.22,   0.27,  -0.27,   0.65,   0.46,    NaN,   NaN, 2560.379877,   NaN
  69,  909.833,   0.17,   0.27,  -0.36,   0.66,   0.45,    NaN,   NaN, 2510.435659,   NaN
  70,  908.914,   0.12,   0.27,  -0.44,   0.67,   0.44,    NaN,   NaN, 2524.282135,   NaN
  71,  908.356,   0.07,   0.27,  -0.53,   0.69,   0.43,    NaN,   NaN, 2623.639438,   NaN
  72,  907.076,   0.01,   0.27,  -0.65,   0.70,   0.42,    NaN,   NaN, 2634.072076,   NaN
  73,  906.189,  -0.04,   0.28,  -0.73,   0.71,   0.28,    NaN,   NaN, 2626.309776,   NaN
  74,  905.303,  -0.10,   0.28,  -0.84,   0.72,   0.28,    NaN,   NaN, 2602.103356,   NaN
  75,  904.384,  -0.10,   0.28,  -0.84,   0.72,   0.28,    NaN,   NaN, 2535.841559,   NaN
  76,  903.235,  -0.16,   0.28,  -0.95,   0.70,   0.28,    NaN,   NaN, 2533.136393,   NaN
  77,  902.250,  -0.22,   0.28,  -1.03,   0.68,   0.27,    NaN,   NaN, 2529.191558,   NaN
  78,  901.397,  -0.31,   0.28,  -1.13,   0.65,   0.27,    NaN,   NaN, 2566.636948,   NaN
  79,  900.510,  -0.37,   0.27,  -1.21,   0.61,   0.25,    NaN,   NaN, 2518.520938,   NaN
  80,  899.690,  -0.43,   0.28,  -1.27,   0.58,   0.12,    NaN,   NaN, 2583.300907,   NaN
  81,  898.410,  -0.49,   0.28,  -1.32,   0.55,   0.11,    NaN,   NaN, 2580.213986,   NaN
  82,  897.556,  -0.55,   0.28,  -1.38,   0.53,   0.11,    NaN,   NaN, 2529.869707,   NaN
  83,  896.736,  -0.58,   0.28,  -1.43,   0.52,   0.10,    NaN,   NaN, 2500.184446,   NaN
  84,  895.587,  -0.63,   0.28,  -1.47,   0.51,  -0.05,  -0.04,   NaN, 2444.154277,   NaN
  85,  894.799,  -0.69,   0.29,  -1.50,   0.50,  -0.05,  -0.04,   NaN, 2494.395680,   NaN
  86,  893.880,  -0.74,   0.28,  -1.53,   0.51,  -0.05,  -0.04,   NaN, 2512.960157,   NaN
  87,  893.092,  -0.81,   0.29,  -1.58,   0.51,  -0.05,  -0.04,   NaN, 2456.454507,   NaN
  88,  891.746,  -0.89,   0.29,  -1.64,   0.52,  -0.06,  -0.05,   NaN, 2479.978247,   NaN
  89,  891.024,  -0.96,   0.29,  -1.71,   0.53,  -0.06,  -0.06,   NaN, 2488.622161,   NaN
  90,  890.105,  -1.02,   0.29,  -1.76,   0.54,  -0.08,  -0.07,   NaN, 2486.519321,   NaN
  91,  889.153,  -1.10,   0.29,  -1.84,   0.56,  -0.09,  -0.08,   NaN, 2442.690150,   NaN
  92,  888.267,  -1.10,   0.29,  -1.84,   0.56,  -0.10,  -0.08,   NaN, 2466.601866,   NaN
  93,  887.085,  -1.17,   0.29,  -1.94,   0.57,  -0.11,  -0.09,   NaN, 2586.762803,   NaN
  94,  886.494,  -1.20,   0.28,  -2.03,   0.59,  -0.26,  -0.23,   NaN, 2571.760816,   NaN
  95,  885.542,  -1.24,   0.28,  -2.13,   0.61,  -0.26,  -0.23,   NaN, 2441.584847,   NaN
  96,  884.689,  -1.33,   0.29,  -2.24,   0.63,  -0.27,  -0.24,   NaN, 2507.548587,   NaN
  97,  883.999,  -1.40,   0.30,  -2.34,   0.64,  -0.34,  -0.30,   NaN, 2506.324816,   NaN
  98,  882.883,  -1.49,   0.29,  -2.45,   0.64,  -0.42,  -0.37,   NaN, 2444.041739,   NaN
  99,  882.161,  -1.55,   0.29,  -2.55,   0.62,  -0.43,  -0.37,   NaN, 2331.288425,   NaN
 100,  881.111,  -1.59,   0.27,  -2.62,   0.60,  -0.45,  -0.39,   NaN, 2376.414073,   NaN
 101,  880.454,  -1.64,   0.27,  -2.69,   0.56,  -0.59,  -0.52,   NaN, 2422.464503,   NaN
 102,  879.601,  -1.70,   0.27,  -2.75,   0.53,  -0.59,  -0.52,   NaN, 2676.502613,   NaN
 103,  878.419,  -1.75,   0.26,  -2.81,   0.51,  -0.59,  -0.52,   NaN, 2493.565665,   NaN
 104,  877.960,  -1.85,   0.27,  -2.86,   0.49,  -0.59,  -0.52,   NaN, 2245.103299,   NaN
 105,  876.942,  -1.88,   0.27,  -2.88,   0.47,  -0.59,  -0.52,   NaN, 2213.689326,   NaN
 106,  876.088,  -1.95,   0.26,  -2.93,   0.46,  -0.60,  -0.52,   NaN, 2369.806122,   NaN
 107,  875.301,  -1.99,   0.27,  -2.95,   0.45,  -0.60,  -0.52,   NaN, 2441.617230,   NaN
 108,  874.480,  -2.05,   0.26,  -2.99,   0.46,  -0.60,  -0.53,   NaN, 2580.969203,   NaN
 109,  873.233,  -2.11,   0.26,  -3.03,   0.47,  -0.60,  -0.53,   NaN, 2550.051313,   NaN
 110,  872.839,  -2.11,   0.26,  -3.03,   0.47,  -0.60,  -0.53,   NaN, 2378.603474,   NaN
 111,  871.723,  -2.18,   0.26,  -3.08,   0.48,  -0.62,  -0.54,   NaN, 2245.394555,   NaN
 112,  871.000,  -2.26,   0.26,  -3.15,   0.49,  -0.75,  -0.66,   NaN, 2158.410453,   NaN
 113,  870.114,  -2.34,   0.28,  -3.23,   0.51,  -0.76,  -0.67,   NaN, 2353.968446,   NaN
 114,  869.228,  -2.42,   0.28,  -3.32,   0.53,  -0.77,  -0.68,   NaN, 2352.267297,   NaN
 115,  868.276,  -2.48,   0.28,  -3.42,   0.54,  -0.91,  -0.81,   NaN, 2215.542242,   NaN
 116,  867.751,  -2.51,   0.28,  -3.51,   0.57,  -0.92,  -0.81,   NaN, 2249.859063,   NaN
 117,  866.766,  -2.56,   0.27,  -3.62,   0.58,  -0.92,  -0.81,   NaN, 2452.939508,   NaN
 118,  866.142,  -2.60,   0.26,  -3.72,   0.60,  -0.92,  -0.81,   NaN, 2488.186008,   NaN
 119,  865.322,  -2.66,   0.27,  -3.83,   0.60,  -0.93,  -0.82,   NaN, 2313.056663,   NaN
 120,  864.304,  -2.72,   0.26,  -3.93,   0.59,  -0.94,  -0.82,   NaN, 2298.480771,   NaN
