Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  979.817,   6.20,   0.01,   6.18,   0.10,   3.33,    NaN,   NaN, 5504.647273,   NaN
 -59,  979.751,   6.20,   0.01,   6.18,   0.11,   3.33,    NaN,   NaN, 5504.349665,   NaN
 -58,  979.718,   6.19,   0.02,   6.18,   0.10,   3.33,    NaN,   NaN, 5402.484366,   NaN
 -57,  979.751,   6.19,   0.02,   6.18,   0.10,   3.33,    NaN,   NaN, 5384.522211,   NaN
 -56,  979.653,   6.19,   0.02,   6.17,   0.10,   3.33,    NaN,   NaN, 5432.745158,   NaN
 -55,  979.587,   6.19,   0.02,   6.16,   0.11,   3.33,    NaN,   NaN, 5497.168523,   NaN
 -54,  979.554,   6.19,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5449.538205,   NaN
 -53,  979.357,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5462.665561,   NaN
 -52,  979.456,   6.19,   0.01,   6.16,   0.11,   3.33,    NaN,   NaN, 5484.299847,   NaN
 -51,  979.685,   6.19,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5377.220852,   NaN
 -50,  979.751,   6.19,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5482.997919,   NaN
 -49,  979.587,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5352.536135,   NaN
 -48,  979.456,   6.18,   0.02,   6.14,   0.11,   3.33,    NaN,   NaN, 5433.489305,   NaN
 -47,  979.521,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5341.213997,   NaN
 -46,  979.324,   6.18,   0.02,   6.14,   0.11,   3.33,    NaN,   NaN, 5578.979388,   NaN
 -45,  979.423,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5579.497573,   NaN
 -44,  979.423,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5419.434553,   NaN
 -43,  979.587,   6.18,   0.01,   6.15,   0.11,   3.33,    NaN,   NaN, 5420.371674,   NaN
 -42,  979.357,   6.18,   0.01,   6.15,   0.11,   3.32,    NaN,   NaN, 5469.511106,   NaN
 -41,  979.292,   6.18,   0.01,   6.15,   0.11,   3.32,    NaN,   NaN, 5515.188103,   NaN
 -40,  979.259,   6.17,   0.01,   6.14,   0.11,   3.32,    NaN,   NaN, 5476.607303,   NaN
 -39,  979.259,   6.17,   0.01,   6.14,   0.11,   3.32,    NaN,   NaN, 5438.074003,   NaN
 -38,  979.521,   6.17,   0.01,   6.14,   0.11,   3.32,    NaN,   NaN, 5440.029995,   NaN
 -37,  979.390,   6.18,   0.01,   6.14,   0.11,   3.32,    NaN,   NaN, 5441.314795,   NaN
 -36,  979.587,   6.18,   0.02,   6.14,   0.11,   3.32,    NaN,   NaN, 5508.846837,   NaN
 -35,  979.423,   6.18,   0.01,   6.13,   0.11,   3.32,    NaN,   NaN, 5535.498249,   NaN
 -34,  979.292,   6.17,   0.01,   6.13,   0.11,   3.32,    NaN,   NaN, 5438.996526,   NaN
 -33,  979.423,   6.17,   0.02,   6.12,   0.11,   3.32,    NaN,   NaN, 5428.845913,   NaN
 -32,  979.193,   6.18,   0.01,   6.14,   0.11,   3.32,    NaN,   NaN, 5465.738796,   NaN
