Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  992.651,   6.24,   0.00,   6.19,   0.07,   3.65,    NaN,   NaN, 2660.254941,   NaN
 -59,  992.586,   6.25,   0.00,   6.20,   0.07,   3.65,    NaN,   NaN, 2739.798337,   NaN
 -58,  992.684,   6.24,   0.01,   6.19,   0.07,   3.65,    NaN,   NaN, 2698.335240,   NaN
 -57,  992.651,   6.25,   0.01,   6.19,   0.07,   3.65,    NaN,   NaN, 2624.550455,   NaN
 -56,  992.455,   6.24,   0.01,   6.20,   0.07,   3.65,    NaN,   NaN, 2777.852818,   NaN
 -55,  992.586,   6.23,   0.01,   6.20,   0.07,   3.65,    NaN,   NaN, 2723.048782,   NaN
 -54,  992.684,   6.25,   0.01,   6.20,   0.07,   3.65,    NaN,   NaN, 2694.367797,   NaN
 -53,  992.651,   6.24,   0.01,   6.19,   0.07,   3.65,    NaN,   NaN, 2728.280560,   NaN
 -52,  992.520,   6.24,   0.01,   6.19,   0.07,   3.65,    NaN,   NaN, 2616.748989,   NaN
 -51,  992.520,   6.24,   0.00,   6.19,   0.08,   3.65,    NaN,   NaN, 2729.650190,   NaN
 -50,  992.455,   6.24,   0.01,   6.19,   0.08,   3.65,    NaN,   NaN, 2672.790309,   NaN
 -49,  992.651,   6.25,   0.01,   6.19,   0.08,   3.65,    NaN,   NaN, 2708.737055,   NaN
 -48,  992.422,   6.24,   0.01,   6.19,   0.08,   3.65,    NaN,   NaN, 2685.828143,   NaN
 -47,  992.225,   6.23,   0.01,   6.18,   0.08,   3.65,    NaN,   NaN, 2671.743009,   NaN
 -46,  992.520,   6.25,   0.01,   6.19,   0.08,   3.65,    NaN,   NaN, 2672.405945,   NaN
 -45,  992.389,   6.24,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2634.003682,   NaN
 -44,  992.422,   6.24,   0.01,   6.19,   0.09,   3.64,    NaN,   NaN, 2680.429154,   NaN
 -43,  992.389,   6.24,   0.01,   6.19,   0.08,   3.65,    NaN,   NaN, 2673.025591,   NaN
 -42,  992.356,   6.23,   0.01,   6.18,   0.08,   3.65,    NaN,   NaN, 2601.583953,   NaN
 -41,  992.323,   6.23,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2654.687509,   NaN
 -40,  992.520,   6.25,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2652.870072,   NaN
 -39,  992.258,   6.23,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2676.269869,   NaN
 -38,  992.258,   6.24,   0.01,   6.18,   0.09,   3.65,    NaN,   NaN, 2669.018034,   NaN
 -37,  992.028,   6.24,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2640.731061,   NaN
 -36,  992.192,   6.23,   0.01,   6.18,   0.09,   3.65,    NaN,   NaN, 2637.501139,   NaN
 -35,  991.864,   6.24,   0.01,   6.19,   0.09,   3.65,    NaN,   NaN, 2637.379701,   NaN
 -34,  992.225,   6.24,   0.02,   6.19,   0.10,   3.65,    NaN,   NaN, 2641.299856,   NaN
 -33,  992.093,   6.24,   0.02,   6.18,   0.09,   3.65,    NaN,   NaN, 2640.551208,   NaN
 -32,  991.929,   6.23,   0.02,   6.17,   0.09,   3.65,    NaN,   NaN, 2750.852809,   NaN
 -31,  992.061,   6.23,   0.02,   6.17,   0.09,   3.65,    NaN,   NaN, 2757.365432,   NaN
 -30,  991.995,   6.23,   0.02,   6.18,   0.10,   3.65,    NaN,   NaN, 2757.147295,   NaN
 -29,  992.093,   6.23,   0.01,   6.17,   0.10,   3.65,    NaN,   NaN, 2644.720535,   NaN
 -28,  992.192,   6.23,   0.01,   6.17,   0.10,   3.64,    NaN,   NaN, 2659.487706,   NaN
 -27,  992.061,   6.23,   0.02,   6.16,   0.10,   3.64,    NaN,   NaN, 2669.740061,   NaN
 -26,  992.061,   6.23,   0.02,   6.16,   0.10,   3.64,    NaN,   NaN, 2619.676785,   NaN
 -25,  991.732,   6.22,   0.01,   6.16,   0.10,   3.64,    NaN,   NaN, 2709.543209,   NaN
 -24,  992.028,   6.24,   0.01,   6.16,   0.10,   3.64,    NaN,   NaN, 2685.498334,   NaN
 -23,  992.061,   6.23,   0.01,   6.15,   0.11,   3.64,    NaN,   NaN, 2653.267930,   NaN
 -22,  991.962,   6.23,   0.02,   6.15,   0.10,   3.64,    NaN,   NaN, 2745.189833,   NaN
 -21,  992.061,   6.23,   0.01,   6.14,   0.11,   3.64,    NaN,   NaN, 2689.311777,   NaN
 -20,  991.929,   6.24,   0.01,   6.16,   0.11,   3.64,    NaN,   NaN, 2667.931221,   NaN
 -19,  991.896,   6.22,   0.01,   6.15,   0.10,   3.64,    NaN,   NaN, 2677.781463,   NaN
 -18,  991.601,   6.22,   0.01,   6.14,   0.11,   3.64,    NaN,   NaN, 2659.423392,   NaN
 -17,  991.896,   6.21,   0.01,   6.14,   0.11,   3.64,    NaN,   NaN, 2661.181434,   NaN
 -16,  991.929,   6.23,   0.01,   6.14,   0.11,   3.64,    NaN,   NaN, 2632.009225,   NaN
 -15,  991.929,   6.22,   0.02,   6.15,   0.11,   3.64,    NaN,   NaN, 2654.127447,   NaN
 -14,  991.699,   6.22,   0.01,   6.15,   0.10,   3.64,    NaN,   NaN, 2653.515890,   NaN
 -13,  991.732,   6.20,   0.01,   6.13,   0.11,   3.64,    NaN,   NaN, 2674.808989,   NaN
 -12,  991.765,   6.21,   0.01,   6.14,   0.10,   3.64,    NaN,   NaN, 2694.747953,   NaN
 -11,  991.634,   6.23,   0.02,   6.15,   0.11,   3.64,    NaN,   NaN, 2748.928316,   NaN
