Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  978.602,   4.49,   0.19,   4.21,   0.07,   1.87,    NaN, 4406.024029, 4802.008686,   NaN
 -59,  978.668,   4.47,   0.19,   4.21,   0.07,   1.86,    NaN, 4400.069521, 4607.988100,   NaN
 -58,  978.537,   4.45,   0.19,   4.21,   0.06,   1.85,    NaN, 4425.958992, 4705.066632,   NaN
 -57,  979.062,   4.44,   0.19,   4.21,   0.07,   1.84,    NaN, 4448.070708, 4703.435426,   NaN
 -56,  978.668,   4.44,   0.19,   4.21,   0.07,   1.83,    NaN, 4378.173881, 4724.279542,   NaN
 -55,  978.865,   4.41,   0.20,   4.20,   0.07,   1.83,    NaN, 4405.841333, 4790.951590,   NaN
 -54,  978.569,   4.41,   0.19,   4.21,   0.07,   1.82,    NaN, 4433.717986, 4789.443177,   NaN
 -53,  978.701,   4.39,   0.20,   4.21,   0.07,   1.82,    NaN, 4398.195732, 4787.094906,   NaN
 -52,  978.668,   4.38,   0.19,   4.21,   0.06,   1.82,    NaN, 4411.221823, 4783.783720,   NaN
 -51,  978.635,   4.37,   0.19,   4.21,   0.06,   1.82,    NaN, 4416.868314, 4845.720691,   NaN
 -50,  978.799,   4.35,   0.20,   4.20,   0.06,   1.82,    NaN, 4417.913797, 4974.681350,   NaN
 -49,  978.865,   4.36,   0.19,   4.21,   0.06,   1.82,    NaN, 4437.146617, 4880.754125,   NaN
 -48,  978.569,   4.32,   0.20,   4.19,   0.07,   1.82,    NaN, 4427.937573, 4785.764366,   NaN
 -47,  978.832,   4.33,   0.21,   4.20,   0.06,   1.82,    NaN, 4420.564614, 4818.407468,   NaN
 -46,  978.799,   4.34,   0.20,   4.20,   0.07,   1.82,    NaN, 4424.352451, 4705.692665,   NaN
 -45,  978.701,   4.32,   0.21,   4.20,   0.07,   1.82,    NaN, 4414.299218, 4693.951473,   NaN
 -44,  978.832,   4.32,   0.20,   4.20,   0.07,   1.83,    NaN, 4373.394773, 4868.007327,   NaN
 -43,  978.799,   4.30,   0.20,   4.19,   0.08,   1.83,    NaN, 4360.219522, 4789.017275,   NaN
 -42,  978.734,   4.31,   0.20,   4.19,   0.07,   1.83,    NaN, 4387.914216, 4858.332911,   NaN
 -41,  978.668,   4.30,   0.20,   4.18,   0.07,   1.83,    NaN, 4411.867811, 4800.582678,   NaN
 -40,  978.701,   4.30,   0.19,   4.18,   0.08,   1.83,    NaN, 4431.612559, 4743.261265,   NaN
 -39,  978.832,   4.30,   0.19,   4.18,   0.08,   1.84,    NaN, 4421.183555, 4812.866166,   NaN
 -38,  978.701,   4.30,   0.19,   4.18,   0.08,   1.84,    NaN, 4438.265978, 4881.235294,   NaN
 -37,  978.668,   4.30,   0.19,   4.18,   0.08,   1.84,    NaN, 4434.265509, 4778.090008,   NaN
 -36,  978.701,   4.30,   0.18,   4.17,   0.08,   1.84,    NaN, 4424.102981, 4754.999076,   NaN
 -35,  978.701,   4.29,   0.18,   4.18,   0.08,   1.84,    NaN, 4424.233741, 4731.803467,   NaN
 -34,  978.766,   4.29,   0.18,   4.19,   0.08,   1.84,    NaN, 4413.522692, 4811.944308,   NaN
 -33,  978.635,   4.29,   0.18,   4.19,   0.07,   1.84,    NaN, 4373.907305, 4794.858213,   NaN
 -32,  978.635,   4.28,   0.16,   4.18,   0.08,   1.84,    NaN, 4350.730738, 4778.483246,   NaN
 -31,  978.930,   4.28,   0.17,   4.18,   0.07,   1.84,    NaN, 4382.578477, 4860.206487,   NaN
 -30,  978.668,   4.29,   0.17,   4.19,   0.08,   1.84,    NaN, 4399.458082, 4850.385186,   NaN
 -29,  978.930,   4.28,   0.16,   4.19,   0.08,   1.84,    NaN, 4404.812630, 4599.556206,   NaN
 -28,  978.668,   4.29,   0.16,   4.19,   0.07,   1.83,    NaN, 4401.401918, 4740.199746,   NaN
 -27,  978.799,   4.29,   0.15,   4.19,   0.07,   1.83,    NaN, 4417.378332, 4765.892019,   NaN
 -26,  978.766,   4.28,   0.15,   4.18,   0.07,   1.83,    NaN, 4361.030763, 4723.647898,   NaN
 -25,  978.832,   4.28,   0.15,   4.18,   0.07,   1.83,    NaN, 4389.698436, 4681.896536,   NaN
 -24,  978.602,   4.28,   0.16,   4.18,   0.07,   1.83,    NaN, 4369.202748, 4757.284903,   NaN
 -23,  978.635,   4.26,   0.15,   4.18,   0.07,   1.83,    NaN, 4375.785236, 4826.931944,   NaN
 -22,  978.734,   4.27,   0.15,   4.19,   0.07,   1.83,    NaN, 4412.233228, 4755.174089,   NaN
 -21,  978.668,   4.27,   0.15,   4.19,   0.07,   1.83,    NaN, 4397.913529, 4682.731758,   NaN
 -20,  978.569,   4.25,   0.15,   4.19,   0.07,   1.83,    NaN, 4397.757026, 4708.386251,   NaN
 -19,  978.766,   4.26,   0.15,   4.20,   0.07,   1.83,    NaN, 4419.791776, 4763.742656,   NaN
 -18,  978.569,   4.26,   0.16,   4.21,   0.07,   1.83,    NaN, 4431.343933, 4743.425356,   NaN
