Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60, 1009.392,   3.76,   0.17,   3.17,   0.05,   0.18,    NaN, 2537.812379, 2662.511483,   NaN
 -59, 1009.261,   3.76,   0.17,   3.17,   0.05,   0.18,    NaN, 2524.577588, 2664.381982,   NaN
 -58, 1008.999,   3.76,   0.16,   3.18,   0.05,   0.19,    NaN, 2494.451045, 2648.681995,   NaN
 -57, 1009.228,   3.74,   0.16,   3.17,   0.05,   0.19,    NaN, 2514.383540, 2667.444985,   NaN
 -56, 1009.392,   3.73,   0.16,   3.16,   0.05,   0.19,    NaN, 2552.752481, 2633.638388,   NaN
 -55, 1009.130,   3.74,   0.16,   3.16,   0.05,   0.19,    NaN, 2591.825708, 2621.096743,   NaN
 -54, 1008.999,   3.73,   0.16,   3.16,   0.05,   0.19,    NaN, 2558.349171, 2704.730329,   NaN
 -53, 1009.261,   3.73,   0.15,   3.17,   0.05,   0.19,    NaN, 2441.559635, 2708.360851,   NaN
 -52, 1009.130,   3.73,   0.15,   3.16,   0.05,   0.19,    NaN, 2507.355790, 2680.215429,   NaN
 -51, 1009.130,   3.73,   0.15,   3.16,   0.05,   0.18,    NaN, 2432.024292, 2625.783571,   NaN
 -50, 1008.999,   3.72,   0.15,   3.17,   0.05,   0.18,    NaN, 2484.591065, 2679.164489,   NaN
 -49, 1008.966,   3.72,   0.15,   3.17,   0.05,   0.18,    NaN, 2604.656776, 2745.417975,   NaN
 -48, 1009.130,   3.71,   0.15,   3.17,   0.05,   0.18,    NaN, 2605.181082, 2699.666455,   NaN
 -47, 1008.802,   3.71,   0.15,   3.17,   0.05,   0.18,    NaN, 2515.664357, 2717.594295,   NaN
 -46, 1008.900,   3.70,   0.15,   3.17,   0.05,   0.18,    NaN, 2581.352158, 2717.973030,   NaN
