Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.640,   5.07,   0.25,   4.34,   0.06,   2.47,    NaN,   NaN, 4874.790060, 5302.251025
 -59,  982.738,   5.05,   0.25,   4.33,   0.06,   2.47,    NaN,   NaN, 4851.137400, 5338.539398
 -58,  982.673,   5.03,   0.25,   4.33,   0.06,   2.47,    NaN,   NaN, 4792.105442, 5319.298259
 -57,  982.574,   5.01,   0.24,   4.32,   0.06,   2.47,    NaN,   NaN, 4719.611126, 5320.906360
 -56,  982.476,   5.00,   0.24,   4.31,   0.06,   2.47,    NaN,   NaN, 4762.827860, 5320.629808
 -55,  982.574,   5.01,   0.23,   4.32,   0.06,   2.47,    NaN,   NaN, 4763.215834, 5306.039849
 -54,  982.377,   4.99,   0.23,   4.32,   0.06,   2.47,    NaN,   NaN, 4858.465688, 5309.118956
 -53,  982.508,   4.98,   0.24,   4.31,   0.06,   2.47,    NaN,   NaN, 4853.539424, 5310.146422
 -52,  982.640,   4.97,   0.23,   4.30,   0.07,   2.48,    NaN,   NaN, 4872.098899, 5282.622688
 -51,  982.508,   4.97,   0.23,   4.30,   0.07,   2.48,    NaN,   NaN, 4756.537848, 5277.205135
 -50,  982.607,   4.97,   0.22,   4.31,   0.07,   2.48,    NaN,   NaN, 4967.663931, 5287.182048
 -49,  982.541,   4.97,   0.23,   4.31,   0.06,   2.49,    NaN,   NaN, 4875.658898, 5280.921265
 -48,  982.541,   4.96,   0.23,   4.29,   0.07,   2.49,    NaN,   NaN, 4822.955463, 5322.257260
 -47,  982.508,   4.95,   0.21,   4.30,   0.07,   2.49,    NaN,   NaN, 4814.692242, 5309.023923
 -46,  982.443,   4.95,   0.21,   4.30,   0.06,   2.49,    NaN,   NaN, 4962.269665, 5312.851140
 -45,  982.738,   4.94,   0.20,   4.30,   0.06,   2.49,    NaN,   NaN, 4824.415753, 5283.108334
 -44,  982.673,   4.94,   0.21,   4.30,   0.06,   2.49,    NaN,   NaN, 4881.069674, 5276.087970
 -43,  982.607,   4.93,   0.21,   4.30,   0.06,   2.49,    NaN,   NaN, 4920.709632, 5257.565282
 -42,  982.344,   4.90,   0.20,   4.29,   0.06,   2.49,    NaN,   NaN, 4795.763569, 5277.228826
 -41,  982.344,   4.91,   0.20,   4.30,   0.06,   2.49,    NaN,   NaN, 4802.589556, 5316.959616
 -40,  982.311,   4.91,   0.20,   4.30,   0.06,   2.49,    NaN,   NaN, 4997.475878, 5280.523698
 -39,  982.508,   4.90,   0.19,   4.29,   0.06,   2.49,    NaN,   NaN, 4998.626419, 5281.739404
 -38,  982.541,   4.91,   0.18,   4.31,   0.06,   2.48,    NaN,   NaN, 4986.929427, 5212.168877
 -37,  982.640,   4.89,   0.19,   4.29,   0.06,   2.48,    NaN,   NaN, 4908.841792, 5177.157876
 -36,  982.410,   4.90,   0.19,   4.30,   0.06,   2.48,    NaN,   NaN, 4859.633718, 5175.736793
 -35,  982.541,   4.89,   0.18,   4.29,   0.06,   2.47,    NaN,   NaN, 4881.846313, 5214.923004
 -34,  982.541,   4.87,   0.18,   4.29,   0.06,   2.47,    NaN,   NaN, 4727.122909, 5263.296753
 -33,  982.443,   4.87,   0.18,   4.29,   0.06,   2.47,    NaN,   NaN, 4840.773892, 5228.285257
 -32,  982.410,   4.88,   0.17,   4.30,   0.05,   2.47,    NaN,   NaN, 4951.782555, 5204.469794
 -31,  982.344,   4.86,   0.17,   4.28,   0.05,   2.47,    NaN,   NaN, 4949.267981, 5191.060222
 -30,  982.476,   4.87,   0.17,   4.28,   0.05,   2.47,    NaN,   NaN, 4926.246288, 5254.034279
 -29,  982.476,   4.86,   0.17,   4.28,   0.06,   2.46,    NaN,   NaN, 4804.500702, 5161.612005
 -28,  982.476,   4.87,   0.16,   4.29,   0.05,   2.46,    NaN,   NaN, 4774.393573, 5175.242530
 -27,  982.082,   4.86,   0.16,   4.28,   0.05,   2.46,    NaN,   NaN, 4869.298649, 5196.864688
 -26,  982.279,   4.85,   0.16,   4.28,   0.06,   2.47,    NaN,   NaN, 4836.072042, 5202.641560
 -25,  982.213,   4.85,   0.16,   4.27,   0.06,   2.47,    NaN,   NaN, 4912.534789, 5202.271654
 -24,  982.213,   4.84,   0.15,   4.26,   0.06,   2.47,    NaN,   NaN, 4852.126106, 5224.087208
 -23,  982.377,   4.83,   0.15,   4.26,   0.06,   2.47,    NaN,   NaN, 4844.118953, 5214.115062
 -22,  982.410,   4.82,   0.15,   4.25,   0.06,   2.47,    NaN,   NaN, 4844.438406, 5214.458915
 -21,  982.476,   4.82,   0.15,   4.25,   0.06,   2.47,    NaN,   NaN, 4918.620660, 5259.187432
 -20,  982.279,   4.82,   0.15,   4.26,   0.06,   2.47,    NaN,   NaN, 4830.287064, 5195.158979
 -19,  982.180,   4.82,   0.15,   4.25,   0.07,   2.47,    NaN,   NaN, 4838.746231, 5213.863125
 -18,  982.279,   4.79,   0.14,   4.24,   0.07,   2.47,    NaN,   NaN, 4881.732350, 5186.337054
 -17,  982.115,   4.80,   0.14,   4.25,   0.06,   2.48,    NaN,   NaN, 4790.559805, 5256.036776
 -16,  982.279,   4.76,   0.14,   4.24,   0.06,   2.48,    NaN,   NaN, 4791.796370, 5256.098500
 -15,  982.180,   4.76,   0.14,   4.24,   0.06,   2.48,    NaN,   NaN, 4779.168839, 5255.939526
 -14,  982.115,   4.75,   0.14,   4.24,   0.06,   2.48,    NaN,   NaN, 4831.407467, 5210.690427
 -13,  982.279,   4.72,   0.13,   4.23,   0.06,   2.48,    NaN,   NaN, 4898.106456, 5238.665808
 -12,  982.115,   4.78,   0.10,   4.23,   0.06,   2.48,    NaN,   NaN, 4842.554677, 5240.319523
 -11,  982.279,   4.72,   0.12,   4.24,   0.06,   2.48,    NaN,   NaN, 4811.330669, 5234.299287
 -10,  982.180,   4.68,   0.13,   4.23,   0.06,   2.48,    NaN,   NaN, 4833.302677, 5211.665472
  -9,  982.279,   4.69,   0.15,   4.22,   0.05,   2.48,    NaN,   NaN, 4807.875319, 5249.923186
  -8,  981.918,   4.68,   0.14,   4.22,   0.05,   2.48,    NaN,   NaN, 4874.781377, 5201.754593
  -7,  981.983,   4.67,   0.13,   4.23,   0.05,   2.48,    NaN,   NaN, 4939.527863, 5242.080668
  -6,  981.950,   4.62,   0.14,   4.23,   0.05,   2.48,    NaN,   NaN, 4940.283111, 5242.882176
  -5,  981.950,   4.56,   0.14,   4.21,   0.05,   2.48,    NaN,   NaN, 4870.618869, 5282.785693
  -4,  982.049,   4.55,   0.14,   4.21,   0.05,   2.48,    NaN,   NaN, 4874.384539, 5223.664973
  -3,  982.016,   4.53,   0.14,   4.21,   0.05,   2.48,    NaN,   NaN, 4932.540128, 5217.576674
  -2,  982.016,   4.51,   0.13,   4.21,   0.05,   2.48,    NaN,   NaN, 4786.061917, 5207.879363
  -1,  982.016,   4.48,   0.12,   4.19,   0.06,   2.47,    NaN,   NaN, 5049.952441, 5190.304796
   0,  981.950,   4.46,   0.12,   4.19,   0.06,   2.47,    NaN,   NaN, 4861.859929, 5190.369372
   1,  982.082,   4.44,   0.11,   4.18,   0.06,   2.47,    NaN,   NaN, 4919.740204, 5191.458912
   2,  982.147,   4.44,   0.11,   4.18,   0.06,   2.47,    NaN,   NaN, 4847.246706, 5191.805685
   3,  981.556,   4.43,   0.10,   4.17,   0.07,   2.47,    NaN,   NaN, 4817.642862, 5188.883964
   4,  981.918,   4.42,   0.09,   4.16,   0.07,   2.47,    NaN,   NaN, 4883.414073, 5203.129561
   5,  981.918,   4.41,   0.08,   4.16,   0.07,   2.47,    NaN,   NaN, 4750.121958, 5219.469072
   6,  981.688,   4.39,   0.08,   4.14,   0.08,   2.46,    NaN,   NaN, 4857.527696, 5218.698796
   7,  981.852,   4.38,   0.07,   4.13,   0.09,   2.46,    NaN,   NaN, 4885.372239, 5198.360237
   8,  981.819,   4.40,   0.06,   4.13,   0.09,   2.46,    NaN,   NaN, 4913.492011, 5228.659542
   9,  981.491,   4.39,   0.05,   4.12,   0.09,   2.46,    NaN,   NaN, 4873.417206, 5222.495543
  10,  981.688,   4.39,   0.05,   4.12,   0.10,   2.46,    NaN,   NaN, 4874.399268, 5196.715549
