Time (Sec), Pressure (hPa), Tgw_mean (degC), Tgw_std (degC), Tww_mean (degC), Tww_std (degC), TDew (degC), TFrost (degC), CPC_Inters (#/cm3), CPC_TotBot (#/cm3), CPC_TotTop (#/cm3)
 -60,  982.607,   4.11,   0.07,   4.11,   0.09,   1.60,    NaN,   NaN, 4675.186066,   NaN
 -59,  982.640,   4.11,   0.07,   4.12,   0.10,   1.60,    NaN,   NaN, 4652.975742,   NaN
 -58,  982.738,   4.10,   0.08,   4.11,   0.10,   1.60,    NaN,   NaN, 4651.947089,   NaN
 -57,  982.738,   4.10,   0.08,   4.11,   0.10,   1.60,    NaN,   NaN, 4567.462673,   NaN
 -56,  982.607,   4.11,   0.08,   4.11,   0.11,   1.60,    NaN,   NaN, 4618.391996,   NaN
 -55,  982.673,   4.11,   0.08,   4.11,   0.11,   1.60,    NaN,   NaN, 4628.821116,   NaN
 -54,  982.607,   4.11,   0.09,   4.10,   0.11,   1.60,    NaN,   NaN, 4574.491609,   NaN
 -53,  982.377,   4.10,   0.08,   4.10,   0.11,   1.60,    NaN,   NaN, 4605.470277,   NaN
 -52,  982.377,   4.11,   0.08,   4.10,   0.11,   1.60,    NaN,   NaN, 4605.446192,   NaN
 -51,  982.541,   4.11,   0.07,   4.10,   0.10,   1.60,    NaN,   NaN, 4554.259593,   NaN
 -50,  982.541,   4.11,   0.08,   4.10,   0.11,   1.60,    NaN,   NaN, 4473.543521,   NaN
 -49,  982.377,   4.12,   0.07,   4.10,   0.10,   1.60,    NaN,   NaN, 4664.241924,   NaN
 -48,  982.541,   4.11,   0.08,   4.10,   0.11,   1.60,    NaN,   NaN, 4735.686260,   NaN
 -47,  982.377,   4.12,   0.08,   4.11,   0.10,   1.60,    NaN,   NaN, 4638.831537,   NaN
 -46,  982.443,   4.12,   0.08,   4.10,   0.11,   1.60,    NaN,   NaN, 4663.051593,   NaN
 -45,  982.410,   4.11,   0.08,   4.10,   0.10,   1.60,    NaN,   NaN, 4655.505837,   NaN
 -44,  982.541,   4.12,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4575.811375,   NaN
 -43,  982.476,   4.13,   0.08,   4.11,   0.10,   1.60,    NaN,   NaN, 4599.585916,   NaN
 -42,  982.279,   4.12,   0.08,   4.11,   0.10,   1.60,    NaN,   NaN, 4624.817285,   NaN
 -41,  982.213,   4.13,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4608.307089,   NaN
 -40,  982.377,   4.12,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4578.186741,   NaN
 -39,  982.115,   4.13,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4627.026388,   NaN
 -38,  982.344,   4.13,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4595.698770,   NaN
 -37,  982.082,   4.14,   0.09,   4.11,   0.10,   1.60,    NaN,   NaN, 4581.178364,   NaN
 -36,  982.311,   4.12,   0.09,   4.10,   0.10,   1.60,    NaN,   NaN, 4582.520066,   NaN
 -35,  982.311,   4.14,   0.10,   4.11,   0.09,   1.60,    NaN,   NaN, 4480.087822,   NaN
 -34,  982.377,   4.13,   0.09,   4.12,   0.10,   1.60,    NaN,   NaN, 4450.434295,   NaN
 -33,  982.410,   4.14,   0.09,   4.11,   0.09,   1.60,    NaN,   NaN, 4450.388681,   NaN
 -32,  981.983,   4.14,   0.10,   4.10,   0.09,   1.60,    NaN,   NaN, 4612.865809,   NaN
 -31,  982.082,   4.14,   0.10,   4.10,   0.09,   1.60,    NaN,   NaN, 4509.345105,   NaN
 -30,  981.983,   4.15,   0.09,   4.11,   0.09,   1.60,    NaN,   NaN, 4518.723894,   NaN
 -29,  982.246,   4.16,   0.10,   4.11,   0.09,   1.60,    NaN,   NaN, 4575.396612,   NaN
 -28,  982.016,   4.18,   0.10,   4.11,   0.09,   1.60,    NaN,   NaN, 4581.909321,   NaN
 -27,  982.049,   4.17,   0.11,   4.10,   0.09,   1.60,    NaN,   NaN, 4584.405723,   NaN
 -26,  981.885,   4.17,   0.11,   4.09,   0.09,   1.60,    NaN,   NaN, 4628.583004,   NaN
 -25,  982.180,   4.19,   0.11,   4.10,   0.09,   1.60,    NaN,   NaN, 4638.173294,   NaN
 -24,  981.819,   4.18,   0.12,   4.08,   0.09,   1.60,    NaN,   NaN, 4585.735336,   NaN
 -23,  982.016,   4.19,   0.11,   4.08,   0.09,   1.60,    NaN,   NaN, 4624.400696,   NaN
 -22,  981.852,   4.19,   0.11,   4.07,   0.09,   1.60,    NaN,   NaN, 4638.685329,   NaN
 -21,  981.983,   4.19,   0.12,   4.08,   0.09,   1.60,    NaN,   NaN, 4667.896699,   NaN
 -20,  982.016,   4.19,   0.12,   4.08,   0.09,   1.60,    NaN,   NaN, 4544.374221,   NaN
 -19,  982.016,   4.19,   0.12,   4.07,   0.09,   1.60,    NaN,   NaN, 4544.305403,   NaN
 -18,  981.885,   4.21,   0.11,   4.07,   0.10,   1.60,    NaN,   NaN, 4623.895236,   NaN
 -17,  981.950,   4.21,   0.11,   4.07,   0.10,   1.60,    NaN,   NaN, 4587.793540,   NaN
